Season,SeasonStartYear,GameDate,GameId,GameState,Round,SeriesMatchup,SeriesGame,TeamAbbrev,TeamName,TeamCountry,IsHomeTeam,OpponentAbbrev,OpponentName,OpponentCountry,TeamPim,OpponentPim,TotalGamePim,PimSource
1982-1983,1982,1983-05-17,1982030414,OFF,4,1,4,NYI,New York Islanders,USA,True,EDM,Edmonton Oilers,Canada,16,17,33,playerByGameStats sum
1983-1984,1983,1984-04-04,1983030111,OFF,1,1,1,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,46,25,71,playerByGameStats sum
1983-1984,1983,1984-04-04,1983030111,OFF,1,1,1,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,25,46,71,playerByGameStats sum
1983-1984,1983,1984-04-04,1983030121,OFF,1,2,1,QUE,Quebec Nordiques,Canada,False,BUF,Buffalo Sabres,USA,14,15,29,playerByGameStats sum
1983-1984,1983,1984-04-04,1983030121,OFF,1,2,1,BUF,Buffalo Sabres,USA,True,QUE,Quebec Nordiques,Canada,15,14,29,playerByGameStats sum
1983-1984,1983,1984-04-05,1983030112,OFF,1,1,2,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,35,25,60,playerByGameStats sum
1983-1984,1983,1984-04-05,1983030112,OFF,1,1,2,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,25,35,60,playerByGameStats sum
1983-1984,1983,1984-04-05,1983030122,OFF,1,2,2,QUE,Quebec Nordiques,Canada,False,BUF,Buffalo Sabres,USA,30,24,54,playerByGameStats sum
1983-1984,1983,1984-04-05,1983030122,OFF,1,2,2,BUF,Buffalo Sabres,USA,True,QUE,Quebec Nordiques,Canada,24,30,54,playerByGameStats sum
1983-1984,1983,1984-04-07,1983030113,OFF,1,1,3,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,27,30,57,playerByGameStats sum
1983-1984,1983,1984-04-07,1983030113,OFF,1,1,3,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,30,27,57,playerByGameStats sum
1983-1984,1983,1984-04-07,1983030123,OFF,1,2,3,BUF,Buffalo Sabres,USA,False,QUE,Quebec Nordiques,Canada,36,36,72,playerByGameStats sum
1983-1984,1983,1984-04-07,1983030123,OFF,1,2,3,QUE,Quebec Nordiques,Canada,True,BUF,Buffalo Sabres,USA,36,36,72,playerByGameStats sum
1983-1984,1983,1984-04-24,1983030311,OFF,3,1,1,NYI,New York Islanders,USA,False,MTL,Montréal Canadiens,Canada,6,6,12,playerByGameStats sum
1983-1984,1983,1984-04-24,1983030311,OFF,3,1,1,MTL,Montréal Canadiens,Canada,True,NYI,New York Islanders,USA,6,6,12,playerByGameStats sum
1983-1984,1983,1984-04-24,1983030321,OFF,3,2,1,MNS,Minnesota North Stars,USA,False,EDM,Edmonton Oilers,Canada,16,20,36,playerByGameStats sum
1983-1984,1983,1984-04-24,1983030321,OFF,3,2,1,EDM,Edmonton Oilers,Canada,True,MNS,Minnesota North Stars,USA,20,16,36,playerByGameStats sum
1983-1984,1983,1984-04-26,1983030312,OFF,3,1,2,NYI,New York Islanders,USA,False,MTL,Montréal Canadiens,Canada,34,30,64,playerByGameStats sum
1983-1984,1983,1984-04-26,1983030312,OFF,3,1,2,MTL,Montréal Canadiens,Canada,True,NYI,New York Islanders,USA,30,34,64,playerByGameStats sum
1983-1984,1983,1984-04-26,1983030322,OFF,3,2,2,MNS,Minnesota North Stars,USA,False,EDM,Edmonton Oilers,Canada,35,35,70,playerByGameStats sum
1983-1984,1983,1984-04-26,1983030322,OFF,3,2,2,EDM,Edmonton Oilers,Canada,True,MNS,Minnesota North Stars,USA,35,35,70,playerByGameStats sum
1983-1984,1983,1984-04-28,1983030313,OFF,3,1,3,MTL,Montréal Canadiens,Canada,False,NYI,New York Islanders,USA,8,12,20,playerByGameStats sum
1983-1984,1983,1984-04-28,1983030313,OFF,3,1,3,NYI,New York Islanders,USA,True,MTL,Montréal Canadiens,Canada,12,8,20,playerByGameStats sum
1983-1984,1983,1984-04-28,1983030323,OFF,3,2,3,EDM,Edmonton Oilers,Canada,False,MNS,Minnesota North Stars,USA,37,34,71,playerByGameStats sum
1983-1984,1983,1984-04-28,1983030323,OFF,3,2,3,MNS,Minnesota North Stars,USA,True,EDM,Edmonton Oilers,Canada,34,37,71,playerByGameStats sum
1983-1984,1983,1984-05-01,1983030314,OFF,3,1,4,MTL,Montréal Canadiens,Canada,False,NYI,New York Islanders,USA,20,27,47,playerByGameStats sum
1983-1984,1983,1984-05-01,1983030314,OFF,3,1,4,NYI,New York Islanders,USA,True,MTL,Montréal Canadiens,Canada,27,20,47,playerByGameStats sum
1983-1984,1983,1984-05-01,1983030324,OFF,3,2,4,EDM,Edmonton Oilers,Canada,False,MNS,Minnesota North Stars,USA,13,13,26,playerByGameStats sum
1983-1984,1983,1984-05-01,1983030324,OFF,3,2,4,MNS,Minnesota North Stars,USA,True,EDM,Edmonton Oilers,Canada,13,13,26,playerByGameStats sum
1983-1984,1983,1984-05-03,1983030315,OFF,3,1,5,NYI,New York Islanders,USA,False,MTL,Montréal Canadiens,Canada,14,8,22,playerByGameStats sum
1983-1984,1983,1984-05-03,1983030315,OFF,3,1,5,MTL,Montréal Canadiens,Canada,True,NYI,New York Islanders,USA,8,14,22,playerByGameStats sum
1983-1984,1983,1984-05-05,1983030316,OFF,3,1,6,MTL,Montréal Canadiens,Canada,False,NYI,New York Islanders,USA,15,12,27,playerByGameStats sum
1983-1984,1983,1984-05-05,1983030316,OFF,3,1,6,NYI,New York Islanders,USA,True,MTL,Montréal Canadiens,Canada,12,15,27,playerByGameStats sum
1983-1984,1983,1984-05-10,1983030411,OFF,4,1,1,EDM,Edmonton Oilers,Canada,False,NYI,New York Islanders,USA,10,8,18,playerByGameStats sum
1983-1984,1983,1984-05-10,1983030411,OFF,4,1,1,NYI,New York Islanders,USA,True,EDM,Edmonton Oilers,Canada,8,10,18,playerByGameStats sum
1983-1984,1983,1984-05-12,1983030412,OFF,4,1,2,EDM,Edmonton Oilers,Canada,False,NYI,New York Islanders,USA,64,60,124,playerByGameStats sum
1983-1984,1983,1984-05-12,1983030412,OFF,4,1,2,NYI,New York Islanders,USA,True,EDM,Edmonton Oilers,Canada,60,64,124,playerByGameStats sum
1983-1984,1983,1984-05-15,1983030413,OFF,4,1,3,NYI,New York Islanders,USA,False,EDM,Edmonton Oilers,Canada,29,33,62,playerByGameStats sum
1983-1984,1983,1984-05-15,1983030413,OFF,4,1,3,EDM,Edmonton Oilers,Canada,True,NYI,New York Islanders,USA,33,29,62,playerByGameStats sum
1983-1984,1983,1984-05-17,1983030414,OFF,4,1,4,NYI,New York Islanders,USA,False,EDM,Edmonton Oilers,Canada,20,20,40,playerByGameStats sum
1983-1984,1983,1984-05-17,1983030414,OFF,4,1,4,EDM,Edmonton Oilers,Canada,True,NYI,New York Islanders,USA,20,20,40,playerByGameStats sum
1983-1984,1983,1984-05-19,1983030415,OFF,4,1,5,NYI,New York Islanders,USA,False,EDM,Edmonton Oilers,Canada,10,2,12,playerByGameStats sum
1983-1984,1983,1984-05-19,1983030415,OFF,4,1,5,EDM,Edmonton Oilers,Canada,True,NYI,New York Islanders,USA,2,10,12,playerByGameStats sum
1984-1985,1984,1985-04-10,1984030111,OFF,1,1,1,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,24,22,46,playerByGameStats sum
1984-1985,1984,1985-04-10,1984030111,OFF,1,1,1,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,22,24,46,playerByGameStats sum
1984-1985,1984,1985-04-10,1984030121,OFF,1,2,1,BUF,Buffalo Sabres,USA,False,QUE,Quebec Nordiques,Canada,18,14,32,playerByGameStats sum
1984-1985,1984,1985-04-10,1984030121,OFF,1,2,1,QUE,Quebec Nordiques,Canada,True,BUF,Buffalo Sabres,USA,14,18,32,playerByGameStats sum
1984-1985,1984,1985-04-10,1984030171,OFF,1,7,1,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,19,21,40,playerByGameStats sum
1984-1985,1984,1985-04-10,1984030171,OFF,1,7,1,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,21,19,40,playerByGameStats sum
1984-1985,1984,1985-04-11,1984030112,OFF,1,1,2,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,27,21,48,playerByGameStats sum
1984-1985,1984,1985-04-11,1984030112,OFF,1,1,2,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,21,27,48,playerByGameStats sum
1984-1985,1984,1985-04-11,1984030122,OFF,1,2,2,BUF,Buffalo Sabres,USA,False,QUE,Quebec Nordiques,Canada,34,36,70,playerByGameStats sum
1984-1985,1984,1985-04-11,1984030122,OFF,1,2,2,QUE,Quebec Nordiques,Canada,True,BUF,Buffalo Sabres,USA,36,34,70,playerByGameStats sum
1984-1985,1984,1985-04-11,1984030172,OFF,1,7,2,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,12,16,28,playerByGameStats sum
1984-1985,1984,1985-04-11,1984030172,OFF,1,7,2,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,16,12,28,playerByGameStats sum
1984-1985,1984,1985-04-13,1984030113,OFF,1,1,3,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,6,8,14,playerByGameStats sum
1984-1985,1984,1985-04-13,1984030113,OFF,1,1,3,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,8,6,14,playerByGameStats sum
1984-1985,1984,1985-04-13,1984030123,OFF,1,2,3,QUE,Quebec Nordiques,Canada,False,BUF,Buffalo Sabres,USA,13,17,30,playerByGameStats sum
1984-1985,1984,1985-04-13,1984030123,OFF,1,2,3,BUF,Buffalo Sabres,USA,True,QUE,Quebec Nordiques,Canada,17,13,30,playerByGameStats sum
1984-1985,1984,1985-04-13,1984030173,OFF,1,7,3,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,22,16,38,playerByGameStats sum
1984-1985,1984,1985-04-13,1984030173,OFF,1,7,3,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,16,22,38,playerByGameStats sum
1984-1985,1984,1985-04-14,1984030114,OFF,1,1,4,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,32,32,64,playerByGameStats sum
1984-1985,1984,1985-04-14,1984030114,OFF,1,1,4,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,32,32,64,playerByGameStats sum
1984-1985,1984,1985-04-14,1984030124,OFF,1,2,4,QUE,Quebec Nordiques,Canada,False,BUF,Buffalo Sabres,USA,79,68,147,playerByGameStats sum
1984-1985,1984,1985-04-14,1984030124,OFF,1,2,4,BUF,Buffalo Sabres,USA,True,QUE,Quebec Nordiques,Canada,68,79,147,playerByGameStats sum
1984-1985,1984,1985-04-16,1984030115,OFF,1,1,5,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,6,4,10,playerByGameStats sum
1984-1985,1984,1985-04-16,1984030115,OFF,1,1,5,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,4,6,10,playerByGameStats sum
1984-1985,1984,1985-04-16,1984030125,OFF,1,2,5,BUF,Buffalo Sabres,USA,False,QUE,Quebec Nordiques,Canada,10,10,20,playerByGameStats sum
1984-1985,1984,1985-04-16,1984030125,OFF,1,2,5,QUE,Quebec Nordiques,Canada,True,BUF,Buffalo Sabres,USA,10,10,20,playerByGameStats sum
1984-1985,1984,1985-05-04,1984030321,OFF,3,2,1,CHI,Chicago Blackhawks,USA,False,EDM,Edmonton Oilers,Canada,8,6,14,playerByGameStats sum
1984-1985,1984,1985-05-04,1984030321,OFF,3,2,1,EDM,Edmonton Oilers,Canada,True,CHI,Chicago Blackhawks,USA,6,8,14,playerByGameStats sum
1984-1985,1984,1985-05-05,1984030311,OFF,3,1,1,PHI,Philadelphia Flyers,USA,False,QUE,Quebec Nordiques,Canada,8,12,20,playerByGameStats sum
1984-1985,1984,1985-05-05,1984030311,OFF,3,1,1,QUE,Quebec Nordiques,Canada,True,PHI,Philadelphia Flyers,USA,12,8,20,playerByGameStats sum
1984-1985,1984,1985-05-07,1984030312,OFF,3,1,2,PHI,Philadelphia Flyers,USA,False,QUE,Quebec Nordiques,Canada,44,44,88,playerByGameStats sum
1984-1985,1984,1985-05-07,1984030312,OFF,3,1,2,QUE,Quebec Nordiques,Canada,True,PHI,Philadelphia Flyers,USA,44,44,88,playerByGameStats sum
1984-1985,1984,1985-05-07,1984030322,OFF,3,2,2,CHI,Chicago Blackhawks,USA,False,EDM,Edmonton Oilers,Canada,19,17,36,playerByGameStats sum
1984-1985,1984,1985-05-07,1984030322,OFF,3,2,2,EDM,Edmonton Oilers,Canada,True,CHI,Chicago Blackhawks,USA,17,19,36,playerByGameStats sum
1984-1985,1984,1985-05-09,1984030313,OFF,3,1,3,QUE,Quebec Nordiques,Canada,False,PHI,Philadelphia Flyers,USA,37,37,74,playerByGameStats sum
1984-1985,1984,1985-05-09,1984030313,OFF,3,1,3,PHI,Philadelphia Flyers,USA,True,QUE,Quebec Nordiques,Canada,37,37,74,playerByGameStats sum
1984-1985,1984,1985-05-09,1984030323,OFF,3,2,3,EDM,Edmonton Oilers,Canada,False,CHI,Chicago Blackhawks,USA,6,4,10,playerByGameStats sum
1984-1985,1984,1985-05-09,1984030323,OFF,3,2,3,CHI,Chicago Blackhawks,USA,True,EDM,Edmonton Oilers,Canada,4,6,10,playerByGameStats sum
1984-1985,1984,1985-05-12,1984030314,OFF,3,1,4,QUE,Quebec Nordiques,Canada,False,PHI,Philadelphia Flyers,USA,21,24,45,playerByGameStats sum
1984-1985,1984,1985-05-12,1984030314,OFF,3,1,4,PHI,Philadelphia Flyers,USA,True,QUE,Quebec Nordiques,Canada,24,21,45,playerByGameStats sum
1984-1985,1984,1985-05-12,1984030324,OFF,3,2,4,EDM,Edmonton Oilers,Canada,False,CHI,Chicago Blackhawks,USA,56,54,110,playerByGameStats sum
1984-1985,1984,1985-05-12,1984030324,OFF,3,2,4,CHI,Chicago Blackhawks,USA,True,EDM,Edmonton Oilers,Canada,54,56,110,playerByGameStats sum
1984-1985,1984,1985-05-14,1984030315,OFF,3,1,5,PHI,Philadelphia Flyers,USA,False,QUE,Quebec Nordiques,Canada,44,39,83,playerByGameStats sum
1984-1985,1984,1985-05-14,1984030315,OFF,3,1,5,QUE,Quebec Nordiques,Canada,True,PHI,Philadelphia Flyers,USA,39,44,83,playerByGameStats sum
1984-1985,1984,1985-05-14,1984030325,OFF,3,2,5,CHI,Chicago Blackhawks,USA,False,EDM,Edmonton Oilers,Canada,74,68,142,playerByGameStats sum
1984-1985,1984,1985-05-14,1984030325,OFF,3,2,5,EDM,Edmonton Oilers,Canada,True,CHI,Chicago Blackhawks,USA,68,74,142,playerByGameStats sum
1984-1985,1984,1985-05-16,1984030316,OFF,3,1,6,QUE,Quebec Nordiques,Canada,False,PHI,Philadelphia Flyers,USA,22,18,40,playerByGameStats sum
1984-1985,1984,1985-05-16,1984030316,OFF,3,1,6,PHI,Philadelphia Flyers,USA,True,QUE,Quebec Nordiques,Canada,18,22,40,playerByGameStats sum
1984-1985,1984,1985-05-16,1984030326,OFF,3,2,6,EDM,Edmonton Oilers,Canada,False,CHI,Chicago Blackhawks,USA,17,21,38,playerByGameStats sum
1984-1985,1984,1985-05-16,1984030326,OFF,3,2,6,CHI,Chicago Blackhawks,USA,True,EDM,Edmonton Oilers,Canada,21,17,38,playerByGameStats sum
1984-1985,1984,1985-05-21,1984030411,OFF,4,1,1,EDM,Edmonton Oilers,Canada,False,PHI,Philadelphia Flyers,USA,33,25,58,playerByGameStats sum
1984-1985,1984,1985-05-21,1984030411,OFF,4,1,1,PHI,Philadelphia Flyers,USA,True,EDM,Edmonton Oilers,Canada,25,33,58,playerByGameStats sum
1984-1985,1984,1985-05-23,1984030412,OFF,4,1,2,EDM,Edmonton Oilers,Canada,False,PHI,Philadelphia Flyers,USA,21,21,42,playerByGameStats sum
1984-1985,1984,1985-05-23,1984030412,OFF,4,1,2,PHI,Philadelphia Flyers,USA,True,EDM,Edmonton Oilers,Canada,21,21,42,playerByGameStats sum
1984-1985,1984,1985-05-25,1984030413,OFF,4,1,3,PHI,Philadelphia Flyers,USA,False,EDM,Edmonton Oilers,Canada,44,44,88,playerByGameStats sum
1984-1985,1984,1985-05-25,1984030413,OFF,4,1,3,EDM,Edmonton Oilers,Canada,True,PHI,Philadelphia Flyers,USA,44,44,88,playerByGameStats sum
1984-1985,1984,1985-05-28,1984030414,OFF,4,1,4,PHI,Philadelphia Flyers,USA,False,EDM,Edmonton Oilers,Canada,18,14,32,playerByGameStats sum
1984-1985,1984,1985-05-28,1984030414,OFF,4,1,4,EDM,Edmonton Oilers,Canada,True,PHI,Philadelphia Flyers,USA,14,18,32,playerByGameStats sum
1984-1985,1984,1985-05-30,1984030415,OFF,4,1,5,PHI,Philadelphia Flyers,USA,False,EDM,Edmonton Oilers,Canada,62,59,121,playerByGameStats sum
1984-1985,1984,1985-05-30,1984030415,OFF,4,1,5,EDM,Edmonton Oilers,Canada,True,PHI,Philadelphia Flyers,USA,59,62,121,playerByGameStats sum
1985-1986,1985,1986-04-09,1985030111,OFF,1,1,1,HFD,Hartford Whalers,USA,False,QUE,Quebec Nordiques,Canada,25,23,48,playerByGameStats sum
1985-1986,1985,1986-04-09,1985030111,OFF,1,1,1,QUE,Quebec Nordiques,Canada,True,HFD,Hartford Whalers,USA,23,25,48,playerByGameStats sum
1985-1986,1985,1986-04-09,1985030121,OFF,1,2,1,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,95,108,203,playerByGameStats sum
1985-1986,1985,1986-04-09,1985030121,OFF,1,2,1,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,108,95,203,playerByGameStats sum
1985-1986,1985,1986-04-09,1985030151,OFF,1,5,1,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,12,10,22,playerByGameStats sum
1985-1986,1985,1986-04-09,1985030151,OFF,1,5,1,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,10,12,22,playerByGameStats sum
1985-1986,1985,1986-04-10,1985030112,OFF,1,1,2,HFD,Hartford Whalers,USA,False,QUE,Quebec Nordiques,Canada,25,31,56,playerByGameStats sum
1985-1986,1985,1986-04-10,1985030112,OFF,1,1,2,QUE,Quebec Nordiques,Canada,True,HFD,Hartford Whalers,USA,31,25,56,playerByGameStats sum
1985-1986,1985,1986-04-10,1985030122,OFF,1,2,2,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,37,25,62,playerByGameStats sum
1985-1986,1985,1986-04-10,1985030122,OFF,1,2,2,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,25,37,62,playerByGameStats sum
1985-1986,1985,1986-04-10,1985030152,OFF,1,5,2,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,27,25,52,playerByGameStats sum
1985-1986,1985,1986-04-10,1985030152,OFF,1,5,2,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,25,27,52,playerByGameStats sum
1985-1986,1985,1986-04-12,1985030113,OFF,1,1,3,QUE,Quebec Nordiques,Canada,False,HFD,Hartford Whalers,USA,62,44,106,playerByGameStats sum
1985-1986,1985,1986-04-12,1985030113,OFF,1,1,3,HFD,Hartford Whalers,USA,True,QUE,Quebec Nordiques,Canada,44,62,106,playerByGameStats sum
1985-1986,1985,1986-04-12,1985030123,OFF,1,2,3,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,26,26,52,playerByGameStats sum
1985-1986,1985,1986-04-12,1985030123,OFF,1,2,3,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,26,26,52,playerByGameStats sum
1985-1986,1985,1986-04-12,1985030153,OFF,1,5,3,CHI,Chicago Blackhawks,USA,False,TOR,Toronto Maple Leafs,Canada,52,38,90,playerByGameStats sum
1985-1986,1985,1986-04-12,1985030153,OFF,1,5,3,TOR,Toronto Maple Leafs,Canada,True,CHI,Chicago Blackhawks,USA,38,52,90,playerByGameStats sum
1985-1986,1985,1986-04-17,1985030211,OFF,2,1,1,HFD,Hartford Whalers,USA,False,MTL,Montréal Canadiens,Canada,17,17,34,playerByGameStats sum
1985-1986,1985,1986-04-17,1985030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,True,HFD,Hartford Whalers,USA,17,17,34,playerByGameStats sum
1985-1986,1985,1986-04-18,1985030231,OFF,2,3,1,TOR,Toronto Maple Leafs,Canada,False,STL,St. Louis Blues,USA,28,26,54,playerByGameStats sum
1985-1986,1985,1986-04-18,1985030231,OFF,2,3,1,STL,St. Louis Blues,USA,True,TOR,Toronto Maple Leafs,Canada,26,28,54,playerByGameStats sum
1985-1986,1985,1986-04-19,1985030212,OFF,2,1,2,HFD,Hartford Whalers,USA,False,MTL,Montréal Canadiens,Canada,15,29,44,playerByGameStats sum
1985-1986,1985,1986-04-19,1985030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,True,HFD,Hartford Whalers,USA,29,15,44,playerByGameStats sum
1985-1986,1985,1986-04-20,1985030232,OFF,2,3,2,TOR,Toronto Maple Leafs,Canada,False,STL,St. Louis Blues,USA,39,37,76,playerByGameStats sum
1985-1986,1985,1986-04-20,1985030232,OFF,2,3,2,STL,St. Louis Blues,USA,True,TOR,Toronto Maple Leafs,Canada,37,39,76,playerByGameStats sum
1985-1986,1985,1986-04-21,1985030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,False,HFD,Hartford Whalers,USA,15,13,28,playerByGameStats sum
1985-1986,1985,1986-04-21,1985030213,OFF,2,1,3,HFD,Hartford Whalers,USA,True,MTL,Montréal Canadiens,Canada,13,15,28,playerByGameStats sum
1985-1986,1985,1986-04-22,1985030233,OFF,2,3,3,STL,St. Louis Blues,USA,False,TOR,Toronto Maple Leafs,Canada,29,27,56,playerByGameStats sum
1985-1986,1985,1986-04-22,1985030233,OFF,2,3,3,TOR,Toronto Maple Leafs,Canada,True,STL,St. Louis Blues,USA,27,29,56,playerByGameStats sum
1985-1986,1985,1986-04-23,1985030214,OFF,2,1,4,MTL,Montréal Canadiens,Canada,False,HFD,Hartford Whalers,USA,26,28,54,playerByGameStats sum
1985-1986,1985,1986-04-23,1985030214,OFF,2,1,4,HFD,Hartford Whalers,USA,True,MTL,Montréal Canadiens,Canada,28,26,54,playerByGameStats sum
1985-1986,1985,1986-04-24,1985030234,OFF,2,3,4,STL,St. Louis Blues,USA,False,TOR,Toronto Maple Leafs,Canada,61,51,112,playerByGameStats sum
1985-1986,1985,1986-04-24,1985030234,OFF,2,3,4,TOR,Toronto Maple Leafs,Canada,True,STL,St. Louis Blues,USA,51,61,112,playerByGameStats sum
1985-1986,1985,1986-04-25,1985030215,OFF,2,1,5,HFD,Hartford Whalers,USA,False,MTL,Montréal Canadiens,Canada,21,19,40,playerByGameStats sum
1985-1986,1985,1986-04-25,1985030215,OFF,2,1,5,MTL,Montréal Canadiens,Canada,True,HFD,Hartford Whalers,USA,19,21,40,playerByGameStats sum
1985-1986,1985,1986-04-26,1985030235,OFF,2,3,5,TOR,Toronto Maple Leafs,Canada,False,STL,St. Louis Blues,USA,16,5,21,playerByGameStats sum
1985-1986,1985,1986-04-26,1985030235,OFF,2,3,5,STL,St. Louis Blues,USA,True,TOR,Toronto Maple Leafs,Canada,5,16,21,playerByGameStats sum
1985-1986,1985,1986-04-27,1985030216,OFF,2,1,6,MTL,Montréal Canadiens,Canada,False,HFD,Hartford Whalers,USA,29,40,69,playerByGameStats sum
1985-1986,1985,1986-04-27,1985030216,OFF,2,1,6,HFD,Hartford Whalers,USA,True,MTL,Montréal Canadiens,Canada,40,29,69,playerByGameStats sum
1985-1986,1985,1986-04-28,1985030236,OFF,2,3,6,STL,St. Louis Blues,USA,False,TOR,Toronto Maple Leafs,Canada,27,23,50,playerByGameStats sum
1985-1986,1985,1986-04-28,1985030236,OFF,2,3,6,TOR,Toronto Maple Leafs,Canada,True,STL,St. Louis Blues,USA,23,27,50,playerByGameStats sum
1985-1986,1985,1986-04-29,1985030217,OFF,2,1,7,HFD,Hartford Whalers,USA,False,MTL,Montréal Canadiens,Canada,28,20,48,playerByGameStats sum
1985-1986,1985,1986-04-29,1985030217,OFF,2,1,7,MTL,Montréal Canadiens,Canada,True,HFD,Hartford Whalers,USA,20,28,48,playerByGameStats sum
1985-1986,1985,1986-04-30,1985030237,OFF,2,3,7,TOR,Toronto Maple Leafs,Canada,False,STL,St. Louis Blues,USA,23,21,44,playerByGameStats sum
1985-1986,1985,1986-04-30,1985030237,OFF,2,3,7,STL,St. Louis Blues,USA,True,TOR,Toronto Maple Leafs,Canada,21,23,44,playerByGameStats sum
1985-1986,1985,1986-05-01,1985030311,OFF,3,1,1,NYR,New York Rangers,USA,False,MTL,Montréal Canadiens,Canada,12,12,24,playerByGameStats sum
1985-1986,1985,1986-05-01,1985030311,OFF,3,1,1,MTL,Montréal Canadiens,Canada,True,NYR,New York Rangers,USA,12,12,24,playerByGameStats sum
1985-1986,1985,1986-05-02,1985030321,OFF,3,2,1,STL,St. Louis Blues,USA,False,CGY,Calgary Flames,Canada,12,10,22,playerByGameStats sum
1985-1986,1985,1986-05-02,1985030321,OFF,3,2,1,CGY,Calgary Flames,Canada,True,STL,St. Louis Blues,USA,10,12,22,playerByGameStats sum
1985-1986,1985,1986-05-03,1985030312,OFF,3,1,2,NYR,New York Rangers,USA,False,MTL,Montréal Canadiens,Canada,26,26,52,playerByGameStats sum
1985-1986,1985,1986-05-03,1985030312,OFF,3,1,2,MTL,Montréal Canadiens,Canada,True,NYR,New York Rangers,USA,26,26,52,playerByGameStats sum
1985-1986,1985,1986-05-04,1985030322,OFF,3,2,2,STL,St. Louis Blues,USA,False,CGY,Calgary Flames,Canada,78,81,159,playerByGameStats sum
1985-1986,1985,1986-05-04,1985030322,OFF,3,2,2,CGY,Calgary Flames,Canada,True,STL,St. Louis Blues,USA,81,78,159,playerByGameStats sum
1985-1986,1985,1986-05-05,1985030313,OFF,3,1,3,MTL,Montréal Canadiens,Canada,False,NYR,New York Rangers,USA,18,20,38,playerByGameStats sum
1985-1986,1985,1986-05-05,1985030313,OFF,3,1,3,NYR,New York Rangers,USA,True,MTL,Montréal Canadiens,Canada,20,18,38,playerByGameStats sum
1985-1986,1985,1986-05-06,1985030323,OFF,3,2,3,CGY,Calgary Flames,Canada,False,STL,St. Louis Blues,USA,24,22,46,playerByGameStats sum
1985-1986,1985,1986-05-06,1985030323,OFF,3,2,3,STL,St. Louis Blues,USA,True,CGY,Calgary Flames,Canada,22,24,46,playerByGameStats sum
1985-1986,1985,1986-05-07,1985030314,OFF,3,1,4,MTL,Montréal Canadiens,Canada,False,NYR,New York Rangers,USA,53,54,107,playerByGameStats sum
1985-1986,1985,1986-05-07,1985030314,OFF,3,1,4,NYR,New York Rangers,USA,True,MTL,Montréal Canadiens,Canada,54,53,107,playerByGameStats sum
1985-1986,1985,1986-05-08,1985030324,OFF,3,2,4,CGY,Calgary Flames,Canada,False,STL,St. Louis Blues,USA,27,31,58,playerByGameStats sum
1985-1986,1985,1986-05-08,1985030324,OFF,3,2,4,STL,St. Louis Blues,USA,True,CGY,Calgary Flames,Canada,31,27,58,playerByGameStats sum
1985-1986,1985,1986-05-09,1985030315,OFF,3,1,5,NYR,New York Rangers,USA,False,MTL,Montréal Canadiens,Canada,12,8,20,playerByGameStats sum
