Season,SeasonStartYear,GameDate,GameId,GameState,Round,SeriesMatchup,SeriesGame,TeamAbbrev,TeamName,TeamCountry,IsHomeTeam,OpponentAbbrev,OpponentName,OpponentCountry,TeamPim,OpponentPim,TotalGamePim,PimSource
1963-1964,1963,1964-04-11,1963030211,OFF,2,1,1,DET,Detroit Red Wings,USA,False,TOR,Toronto Maple Leafs,Canada,18,32,50,playerByGameStats sum
1963-1964,1963,1964-04-11,1963030211,OFF,2,1,1,TOR,Toronto Maple Leafs,Canada,True,DET,Detroit Red Wings,USA,32,18,50,playerByGameStats sum
1963-1964,1963,1964-04-14,1963030212,OFF,2,1,2,DET,Detroit Red Wings,USA,False,TOR,Toronto Maple Leafs,Canada,12,10,22,playerByGameStats sum
1963-1964,1963,1964-04-14,1963030212,OFF,2,1,2,TOR,Toronto Maple Leafs,Canada,True,DET,Detroit Red Wings,USA,10,12,22,playerByGameStats sum
1963-1964,1963,1964-04-16,1963030213,OFF,2,1,3,TOR,Toronto Maple Leafs,Canada,False,DET,Detroit Red Wings,USA,8,10,18,playerByGameStats sum
1963-1964,1963,1964-04-16,1963030213,OFF,2,1,3,DET,Detroit Red Wings,USA,True,TOR,Toronto Maple Leafs,Canada,10,8,18,playerByGameStats sum
1963-1964,1963,1964-04-18,1963030214,OFF,2,1,4,TOR,Toronto Maple Leafs,Canada,False,DET,Detroit Red Wings,USA,24,12,36,playerByGameStats sum
1963-1964,1963,1964-04-18,1963030214,OFF,2,1,4,DET,Detroit Red Wings,USA,True,TOR,Toronto Maple Leafs,Canada,12,24,36,playerByGameStats sum
1963-1964,1963,1964-04-21,1963030215,OFF,2,1,5,DET,Detroit Red Wings,USA,False,TOR,Toronto Maple Leafs,Canada,12,6,18,playerByGameStats sum
1963-1964,1963,1964-04-21,1963030215,OFF,2,1,5,TOR,Toronto Maple Leafs,Canada,True,DET,Detroit Red Wings,USA,6,12,18,playerByGameStats sum
1963-1964,1963,1964-04-23,1963030216,OFF,2,1,6,TOR,Toronto Maple Leafs,Canada,False,DET,Detroit Red Wings,USA,18,14,32,playerByGameStats sum
1963-1964,1963,1964-04-23,1963030216,OFF,2,1,6,DET,Detroit Red Wings,USA,True,TOR,Toronto Maple Leafs,Canada,14,18,32,playerByGameStats sum
1963-1964,1963,1964-04-25,1963030217,OFF,2,1,7,DET,Detroit Red Wings,USA,False,TOR,Toronto Maple Leafs,Canada,8,10,18,playerByGameStats sum
1963-1964,1963,1964-04-25,1963030217,OFF,2,1,7,TOR,Toronto Maple Leafs,Canada,True,DET,Detroit Red Wings,USA,10,8,18,playerByGameStats sum
1964-1965,1964,1965-04-17,1964030211,OFF,2,1,1,CHI,Chicago Blackhawks,USA,False,MTL,Montréal Canadiens,Canada,14,18,32,playerByGameStats sum
1964-1965,1964,1965-04-17,1964030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,True,CHI,Chicago Blackhawks,USA,18,14,32,playerByGameStats sum
1964-1965,1964,1965-04-20,1964030212,OFF,2,1,2,CHI,Chicago Blackhawks,USA,False,MTL,Montréal Canadiens,Canada,22,20,42,playerByGameStats sum
1964-1965,1964,1965-04-20,1964030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,True,CHI,Chicago Blackhawks,USA,20,22,42,playerByGameStats sum
1964-1965,1964,1965-04-22,1964030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,False,CHI,Chicago Blackhawks,USA,30,18,48,playerByGameStats sum
1964-1965,1964,1965-04-22,1964030213,OFF,2,1,3,CHI,Chicago Blackhawks,USA,True,MTL,Montréal Canadiens,Canada,18,30,48,playerByGameStats sum
1964-1965,1964,1965-04-25,1964030214,OFF,2,1,4,MTL,Montréal Canadiens,Canada,False,CHI,Chicago Blackhawks,USA,38,18,56,playerByGameStats sum
1964-1965,1964,1965-04-25,1964030214,OFF,2,1,4,CHI,Chicago Blackhawks,USA,True,MTL,Montréal Canadiens,Canada,18,38,56,playerByGameStats sum
1964-1965,1964,1965-04-27,1964030215,OFF,2,1,5,CHI,Chicago Blackhawks,USA,False,MTL,Montréal Canadiens,Canada,22,23,45,playerByGameStats sum
1964-1965,1964,1965-04-27,1964030215,OFF,2,1,5,MTL,Montréal Canadiens,Canada,True,CHI,Chicago Blackhawks,USA,23,22,45,playerByGameStats sum
1964-1965,1964,1965-04-29,1964030216,OFF,2,1,6,MTL,Montréal Canadiens,Canada,False,CHI,Chicago Blackhawks,USA,34,32,66,playerByGameStats sum
1964-1965,1964,1965-04-29,1964030216,OFF,2,1,6,CHI,Chicago Blackhawks,USA,True,MTL,Montréal Canadiens,Canada,32,34,66,playerByGameStats sum
1964-1965,1964,1965-05-01,1964030217,OFF,2,1,7,CHI,Chicago Blackhawks,USA,False,MTL,Montréal Canadiens,Canada,16,22,38,playerByGameStats sum
1964-1965,1964,1965-05-01,1964030217,OFF,2,1,7,MTL,Montréal Canadiens,Canada,True,CHI,Chicago Blackhawks,USA,22,16,38,playerByGameStats sum
1965-1966,1965,1966-04-24,1965030211,OFF,2,1,1,DET,Detroit Red Wings,USA,False,MTL,Montréal Canadiens,Canada,4,2,6,playerByGameStats sum
1965-1966,1965,1966-04-24,1965030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,True,DET,Detroit Red Wings,USA,2,4,6,playerByGameStats sum
1965-1966,1965,1966-04-26,1965030212,OFF,2,1,2,DET,Detroit Red Wings,USA,False,MTL,Montréal Canadiens,Canada,14,16,30,playerByGameStats sum
1965-1966,1965,1966-04-26,1965030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,True,DET,Detroit Red Wings,USA,16,14,30,playerByGameStats sum
1965-1966,1965,1966-04-28,1965030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,False,DET,Detroit Red Wings,USA,18,10,28,playerByGameStats sum
1965-1966,1965,1966-04-28,1965030213,OFF,2,1,3,DET,Detroit Red Wings,USA,True,MTL,Montréal Canadiens,Canada,10,18,28,playerByGameStats sum
1965-1966,1965,1966-05-01,1965030214,OFF,2,1,4,MTL,Montréal Canadiens,Canada,False,DET,Detroit Red Wings,USA,8,12,20,playerByGameStats sum
1965-1966,1965,1966-05-01,1965030214,OFF,2,1,4,DET,Detroit Red Wings,USA,True,MTL,Montréal Canadiens,Canada,12,8,20,playerByGameStats sum
1965-1966,1965,1966-05-03,1965030215,OFF,2,1,5,DET,Detroit Red Wings,USA,False,MTL,Montréal Canadiens,Canada,12,8,20,playerByGameStats sum
1965-1966,1965,1966-05-03,1965030215,OFF,2,1,5,MTL,Montréal Canadiens,Canada,True,DET,Detroit Red Wings,USA,8,12,20,playerByGameStats sum
1965-1966,1965,1966-05-05,1965030216,OFF,2,1,6,MTL,Montréal Canadiens,Canada,False,DET,Detroit Red Wings,USA,14,10,24,playerByGameStats sum
1965-1966,1965,1966-05-05,1965030216,OFF,2,1,6,DET,Detroit Red Wings,USA,True,MTL,Montréal Canadiens,Canada,10,14,24,playerByGameStats sum
1966-1967,1966,1967-04-06,1966030111,OFF,1,1,1,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,21,33,54,playerByGameStats sum
1966-1967,1966,1967-04-06,1966030111,OFF,1,1,1,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,33,21,54,playerByGameStats sum
1966-1967,1966,1967-04-06,1966030121,OFF,1,2,1,NYR,New York Rangers,USA,False,MTL,Montréal Canadiens,Canada,10,11,21,playerByGameStats sum
1966-1967,1966,1967-04-06,1966030121,OFF,1,2,1,MTL,Montréal Canadiens,Canada,True,NYR,New York Rangers,USA,11,10,21,playerByGameStats sum
1966-1967,1966,1967-04-08,1966030122,OFF,1,2,2,NYR,New York Rangers,USA,False,MTL,Montréal Canadiens,Canada,12,24,36,playerByGameStats sum
1966-1967,1966,1967-04-08,1966030122,OFF,1,2,2,MTL,Montréal Canadiens,Canada,True,NYR,New York Rangers,USA,24,12,36,playerByGameStats sum
1966-1967,1966,1967-04-09,1966030112,OFF,1,1,2,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,4,4,8,playerByGameStats sum
1966-1967,1966,1967-04-09,1966030112,OFF,1,1,2,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,4,4,8,playerByGameStats sum
1966-1967,1966,1967-04-11,1966030113,OFF,1,1,3,CHI,Chicago Blackhawks,USA,False,TOR,Toronto Maple Leafs,Canada,8,10,18,playerByGameStats sum
1966-1967,1966,1967-04-11,1966030113,OFF,1,1,3,TOR,Toronto Maple Leafs,Canada,True,CHI,Chicago Blackhawks,USA,10,8,18,playerByGameStats sum
1966-1967,1966,1967-04-11,1966030123,OFF,1,2,3,MTL,Montréal Canadiens,Canada,False,NYR,New York Rangers,USA,6,8,14,playerByGameStats sum
1966-1967,1966,1967-04-11,1966030123,OFF,1,2,3,NYR,New York Rangers,USA,True,MTL,Montréal Canadiens,Canada,8,6,14,playerByGameStats sum
1966-1967,1966,1967-04-13,1966030114,OFF,1,1,4,CHI,Chicago Blackhawks,USA,False,TOR,Toronto Maple Leafs,Canada,12,12,24,playerByGameStats sum
1966-1967,1966,1967-04-13,1966030114,OFF,1,1,4,TOR,Toronto Maple Leafs,Canada,True,CHI,Chicago Blackhawks,USA,12,12,24,playerByGameStats sum
1966-1967,1966,1967-04-13,1966030124,OFF,1,2,4,MTL,Montréal Canadiens,Canada,False,NYR,New York Rangers,USA,24,26,50,playerByGameStats sum
1966-1967,1966,1967-04-13,1966030124,OFF,1,2,4,NYR,New York Rangers,USA,True,MTL,Montréal Canadiens,Canada,26,24,50,playerByGameStats sum
1966-1967,1966,1967-04-15,1966030115,OFF,1,1,5,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,20,18,38,playerByGameStats sum
1966-1967,1966,1967-04-15,1966030115,OFF,1,1,5,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,18,20,38,playerByGameStats sum
1966-1967,1966,1967-04-18,1966030116,OFF,1,1,6,CHI,Chicago Blackhawks,USA,False,TOR,Toronto Maple Leafs,Canada,6,4,10,playerByGameStats sum
1966-1967,1966,1967-04-18,1966030116,OFF,1,1,6,TOR,Toronto Maple Leafs,Canada,True,CHI,Chicago Blackhawks,USA,4,6,10,playerByGameStats sum
1967-1968,1967,1968-04-04,1967030111,OFF,1,1,1,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,20,30,50,playerByGameStats sum
1967-1968,1967,1968-04-04,1967030111,OFF,1,1,1,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,30,20,50,playerByGameStats sum
1967-1968,1967,1968-04-06,1967030112,OFF,1,1,2,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,10,10,20,playerByGameStats sum
1967-1968,1967,1968-04-06,1967030112,OFF,1,1,2,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,10,10,20,playerByGameStats sum
1967-1968,1967,1968-04-09,1967030113,OFF,1,1,3,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,6,12,18,playerByGameStats sum
1967-1968,1967,1968-04-09,1967030113,OFF,1,1,3,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,12,6,18,playerByGameStats sum
1967-1968,1967,1968-04-11,1967030114,OFF,1,1,4,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,12,14,26,playerByGameStats sum
1967-1968,1967,1968-04-11,1967030114,OFF,1,1,4,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,14,12,26,playerByGameStats sum
1967-1968,1967,1968-04-18,1967030211,OFF,2,1,1,CHI,Chicago Blackhawks,USA,False,MTL,Montréal Canadiens,Canada,4,8,12,playerByGameStats sum
1967-1968,1967,1968-04-18,1967030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,True,CHI,Chicago Blackhawks,USA,8,4,12,playerByGameStats sum
1967-1968,1967,1968-04-20,1967030212,OFF,2,1,2,CHI,Chicago Blackhawks,USA,False,MTL,Montréal Canadiens,Canada,8,14,22,playerByGameStats sum
1967-1968,1967,1968-04-20,1967030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,True,CHI,Chicago Blackhawks,USA,14,8,22,playerByGameStats sum
1967-1968,1967,1968-04-23,1967030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,False,CHI,Chicago Blackhawks,USA,8,6,14,playerByGameStats sum
1967-1968,1967,1968-04-23,1967030213,OFF,2,1,3,CHI,Chicago Blackhawks,USA,True,MTL,Montréal Canadiens,Canada,6,8,14,playerByGameStats sum
1967-1968,1967,1968-04-25,1967030214,OFF,2,1,4,MTL,Montréal Canadiens,Canada,False,CHI,Chicago Blackhawks,USA,12,6,18,playerByGameStats sum
1967-1968,1967,1968-04-25,1967030214,OFF,2,1,4,CHI,Chicago Blackhawks,USA,True,MTL,Montréal Canadiens,Canada,6,12,18,playerByGameStats sum
1967-1968,1967,1968-04-28,1967030215,OFF,2,1,5,CHI,Chicago Blackhawks,USA,False,MTL,Montréal Canadiens,Canada,12,12,24,playerByGameStats sum
1967-1968,1967,1968-04-28,1967030215,OFF,2,1,5,MTL,Montréal Canadiens,Canada,True,CHI,Chicago Blackhawks,USA,12,12,24,playerByGameStats sum
1967-1968,1967,1968-05-05,1967030311,OFF,3,1,1,MTL,Montréal Canadiens,Canada,False,STL,St. Louis Blues,USA,8,10,18,playerByGameStats sum
1967-1968,1967,1968-05-05,1967030311,OFF,3,1,1,STL,St. Louis Blues,USA,True,MTL,Montréal Canadiens,Canada,10,8,18,playerByGameStats sum
1967-1968,1967,1968-05-07,1967030312,OFF,3,1,2,MTL,Montréal Canadiens,Canada,False,STL,St. Louis Blues,USA,16,15,31,playerByGameStats sum
1967-1968,1967,1968-05-07,1967030312,OFF,3,1,2,STL,St. Louis Blues,USA,True,MTL,Montréal Canadiens,Canada,15,16,31,playerByGameStats sum
1967-1968,1967,1968-05-09,1967030313,OFF,3,1,3,STL,St. Louis Blues,USA,False,MTL,Montréal Canadiens,Canada,20,4,24,playerByGameStats sum
1967-1968,1967,1968-05-09,1967030313,OFF,3,1,3,MTL,Montréal Canadiens,Canada,True,STL,St. Louis Blues,USA,4,20,24,playerByGameStats sum
1967-1968,1967,1968-05-11,1967030314,OFF,3,1,4,STL,St. Louis Blues,USA,False,MTL,Montréal Canadiens,Canada,12,12,24,playerByGameStats sum
1967-1968,1967,1968-05-11,1967030314,OFF,3,1,4,MTL,Montréal Canadiens,Canada,True,STL,St. Louis Blues,USA,12,12,24,playerByGameStats sum
1968-1969,1968,1969-04-02,1968030111,OFF,1,1,1,NYR,New York Rangers,USA,False,MTL,Montréal Canadiens,Canada,4,8,12,playerByGameStats sum
1968-1969,1968,1969-04-02,1968030111,OFF,1,1,1,MTL,Montréal Canadiens,Canada,True,NYR,New York Rangers,USA,8,4,12,playerByGameStats sum
1968-1969,1968,1969-04-02,1968030121,OFF,1,2,1,TOR,Toronto Maple Leafs,Canada,False,BOS,Boston Bruins,USA,79,56,135,playerByGameStats sum
1968-1969,1968,1969-04-02,1968030121,OFF,1,2,1,BOS,Boston Bruins,USA,True,TOR,Toronto Maple Leafs,Canada,56,79,135,playerByGameStats sum
1968-1969,1968,1969-04-03,1968030112,OFF,1,1,2,NYR,New York Rangers,USA,False,MTL,Montréal Canadiens,Canada,6,8,14,playerByGameStats sum
1968-1969,1968,1969-04-03,1968030112,OFF,1,1,2,MTL,Montréal Canadiens,Canada,True,NYR,New York Rangers,USA,8,6,14,playerByGameStats sum
1968-1969,1968,1969-04-03,1968030122,OFF,1,2,2,TOR,Toronto Maple Leafs,Canada,False,BOS,Boston Bruins,USA,13,17,30,playerByGameStats sum
1968-1969,1968,1969-04-03,1968030122,OFF,1,2,2,BOS,Boston Bruins,USA,True,TOR,Toronto Maple Leafs,Canada,17,13,30,playerByGameStats sum
1968-1969,1968,1969-04-05,1968030113,OFF,1,1,3,MTL,Montréal Canadiens,Canada,False,NYR,New York Rangers,USA,55,28,83,playerByGameStats sum
1968-1969,1968,1969-04-05,1968030113,OFF,1,1,3,NYR,New York Rangers,USA,True,MTL,Montréal Canadiens,Canada,28,55,83,playerByGameStats sum
1968-1969,1968,1969-04-05,1968030123,OFF,1,2,3,BOS,Boston Bruins,USA,False,TOR,Toronto Maple Leafs,Canada,23,15,38,playerByGameStats sum
1968-1969,1968,1969-04-05,1968030123,OFF,1,2,3,TOR,Toronto Maple Leafs,Canada,True,BOS,Boston Bruins,USA,15,23,38,playerByGameStats sum
1968-1969,1968,1969-04-06,1968030114,OFF,1,1,4,MTL,Montréal Canadiens,Canada,False,NYR,New York Rangers,USA,0,0,0,playerByGameStats sum
1968-1969,1968,1969-04-06,1968030114,OFF,1,1,4,NYR,New York Rangers,USA,True,MTL,Montréal Canadiens,Canada,0,0,0,playerByGameStats sum
1968-1969,1968,1969-04-06,1968030124,OFF,1,2,4,BOS,Boston Bruins,USA,False,TOR,Toronto Maple Leafs,Canada,22,12,34,playerByGameStats sum
1968-1969,1968,1969-04-06,1968030124,OFF,1,2,4,TOR,Toronto Maple Leafs,Canada,True,BOS,Boston Bruins,USA,12,22,34,playerByGameStats sum
1968-1969,1968,1969-04-10,1968030211,OFF,2,1,1,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,26,22,48,playerByGameStats sum
1968-1969,1968,1969-04-10,1968030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,22,26,48,playerByGameStats sum
1968-1969,1968,1969-04-13,1968030212,OFF,2,1,2,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,16,8,24,playerByGameStats sum
1968-1969,1968,1969-04-13,1968030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,8,16,24,playerByGameStats sum
1968-1969,1968,1969-04-17,1968030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,8,8,16,playerByGameStats sum
1968-1969,1968,1969-04-17,1968030213,OFF,2,1,3,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,8,8,16,playerByGameStats sum
1968-1969,1968,1969-04-20,1968030214,OFF,2,1,4,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,21,29,50,playerByGameStats sum
1968-1969,1968,1969-04-20,1968030214,OFF,2,1,4,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,29,21,50,playerByGameStats sum
1968-1969,1968,1969-04-22,1968030215,OFF,2,1,5,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,12,16,28,playerByGameStats sum
1968-1969,1968,1969-04-22,1968030215,OFF,2,1,5,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,16,12,28,playerByGameStats sum
1968-1969,1968,1969-04-24,1968030216,OFF,2,1,6,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,17,17,34,playerByGameStats sum
1968-1969,1968,1969-04-24,1968030216,OFF,2,1,6,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,17,17,34,playerByGameStats sum
1968-1969,1968,1969-04-27,1968030311,OFF,3,1,1,STL,St. Louis Blues,USA,False,MTL,Montréal Canadiens,Canada,12,26,38,playerByGameStats sum
1968-1969,1968,1969-04-27,1968030311,OFF,3,1,1,MTL,Montréal Canadiens,Canada,True,STL,St. Louis Blues,USA,26,12,38,playerByGameStats sum
1968-1969,1968,1969-04-29,1968030312,OFF,3,1,2,STL,St. Louis Blues,USA,False,MTL,Montréal Canadiens,Canada,16,30,46,playerByGameStats sum
1968-1969,1968,1969-04-29,1968030312,OFF,3,1,2,MTL,Montréal Canadiens,Canada,True,STL,St. Louis Blues,USA,30,16,46,playerByGameStats sum
1968-1969,1968,1969-05-01,1968030313,OFF,3,1,3,MTL,Montréal Canadiens,Canada,False,STL,St. Louis Blues,USA,10,8,18,playerByGameStats sum
1968-1969,1968,1969-05-01,1968030313,OFF,3,1,3,STL,St. Louis Blues,USA,True,MTL,Montréal Canadiens,Canada,8,10,18,playerByGameStats sum
1968-1969,1968,1969-05-04,1968030314,OFF,3,1,4,MTL,Montréal Canadiens,Canada,False,STL,St. Louis Blues,USA,18,18,36,playerByGameStats sum
1968-1969,1968,1969-05-04,1968030314,OFF,3,1,4,STL,St. Louis Blues,USA,True,MTL,Montréal Canadiens,Canada,18,18,36,playerByGameStats sum
1970-1971,1970,1971-04-07,1970030111,OFF,1,1,1,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,34,38,72,playerByGameStats sum
1970-1971,1970,1971-04-07,1970030111,OFF,1,1,1,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,38,34,72,playerByGameStats sum
1970-1971,1970,1971-04-07,1970030121,OFF,1,2,1,TOR,Toronto Maple Leafs,Canada,False,NYR,New York Rangers,USA,16,14,30,playerByGameStats sum
1970-1971,1970,1971-04-07,1970030121,OFF,1,2,1,NYR,New York Rangers,USA,True,TOR,Toronto Maple Leafs,Canada,14,16,30,playerByGameStats sum
1970-1971,1970,1971-04-08,1970030112,OFF,1,1,2,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,19,39,58,playerByGameStats sum
1970-1971,1970,1971-04-08,1970030112,OFF,1,1,2,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,39,19,58,playerByGameStats sum
1970-1971,1970,1971-04-08,1970030122,OFF,1,2,2,TOR,Toronto Maple Leafs,Canada,False,NYR,New York Rangers,USA,81,87,168,playerByGameStats sum
1970-1971,1970,1971-04-08,1970030122,OFF,1,2,2,NYR,New York Rangers,USA,True,TOR,Toronto Maple Leafs,Canada,87,81,168,playerByGameStats sum
1970-1971,1970,1971-04-10,1970030113,OFF,1,1,3,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,19,21,40,playerByGameStats sum
1970-1971,1970,1971-04-10,1970030113,OFF,1,1,3,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,21,19,40,playerByGameStats sum
1970-1971,1970,1971-04-10,1970030123,OFF,1,2,3,NYR,New York Rangers,USA,False,TOR,Toronto Maple Leafs,Canada,14,16,30,playerByGameStats sum
1970-1971,1970,1971-04-10,1970030123,OFF,1,2,3,TOR,Toronto Maple Leafs,Canada,True,NYR,New York Rangers,USA,16,14,30,playerByGameStats sum
1970-1971,1970,1971-04-11,1970030114,OFF,1,1,4,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,21,25,46,playerByGameStats sum
1970-1971,1970,1971-04-11,1970030114,OFF,1,1,4,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,25,21,46,playerByGameStats sum
1970-1971,1970,1971-04-11,1970030124,OFF,1,2,4,NYR,New York Rangers,USA,False,TOR,Toronto Maple Leafs,Canada,18,10,28,playerByGameStats sum
1970-1971,1970,1971-04-11,1970030124,OFF,1,2,4,TOR,Toronto Maple Leafs,Canada,True,NYR,New York Rangers,USA,10,18,28,playerByGameStats sum
1970-1971,1970,1971-04-13,1970030115,OFF,1,1,5,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,23,29,52,playerByGameStats sum
1970-1971,1970,1971-04-13,1970030115,OFF,1,1,5,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,29,23,52,playerByGameStats sum
1970-1971,1970,1971-04-13,1970030125,OFF,1,2,5,TOR,Toronto Maple Leafs,Canada,False,NYR,New York Rangers,USA,6,22,28,playerByGameStats sum
1970-1971,1970,1971-04-13,1970030125,OFF,1,2,5,NYR,New York Rangers,USA,True,TOR,Toronto Maple Leafs,Canada,22,6,28,playerByGameStats sum
1970-1971,1970,1971-04-15,1970030116,OFF,1,1,6,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,26,24,50,playerByGameStats sum
1970-1971,1970,1971-04-15,1970030116,OFF,1,1,6,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,24,26,50,playerByGameStats sum
1970-1971,1970,1971-04-15,1970030126,OFF,1,2,6,NYR,New York Rangers,USA,False,TOR,Toronto Maple Leafs,Canada,22,18,40,playerByGameStats sum
1970-1971,1970,1971-04-15,1970030126,OFF,1,2,6,TOR,Toronto Maple Leafs,Canada,True,NYR,New York Rangers,USA,18,22,40,playerByGameStats sum
1970-1971,1970,1971-04-18,1970030117,OFF,1,1,7,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,22,18,40,playerByGameStats sum
1970-1971,1970,1971-04-18,1970030117,OFF,1,1,7,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,18,22,40,playerByGameStats sum
1970-1971,1970,1971-04-20,1970030211,OFF,2,1,1,MNS,Minnesota North Stars,USA,False,MTL,Montréal Canadiens,Canada,10,8,18,playerByGameStats sum
1970-1971,1970,1971-04-20,1970030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,True,MNS,Minnesota North Stars,USA,8,10,18,playerByGameStats sum
1970-1971,1970,1971-04-22,1970030212,OFF,2,1,2,MNS,Minnesota North Stars,USA,False,MTL,Montréal Canadiens,Canada,15,17,32,playerByGameStats sum
1970-1971,1970,1971-04-22,1970030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,True,MNS,Minnesota North Stars,USA,17,15,32,playerByGameStats sum
1970-1971,1970,1971-04-24,1970030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,False,MNS,Minnesota North Stars,USA,17,13,30,playerByGameStats sum
1970-1971,1970,1971-04-24,1970030213,OFF,2,1,3,MNS,Minnesota North Stars,USA,True,MTL,Montréal Canadiens,Canada,13,17,30,playerByGameStats sum
1970-1971,1970,1971-04-25,1970030214,OFF,2,1,4,MTL,Montréal Canadiens,Canada,False,MNS,Minnesota North Stars,USA,11,7,18,playerByGameStats sum
1970-1971,1970,1971-04-25,1970030214,OFF,2,1,4,MNS,Minnesota North Stars,USA,True,MTL,Montréal Canadiens,Canada,7,11,18,playerByGameStats sum
1970-1971,1970,1971-04-27,1970030215,OFF,2,1,5,MNS,Minnesota North Stars,USA,False,MTL,Montréal Canadiens,Canada,10,12,22,playerByGameStats sum
1970-1971,1970,1971-04-27,1970030215,OFF,2,1,5,MTL,Montréal Canadiens,Canada,True,MNS,Minnesota North Stars,USA,12,10,22,playerByGameStats sum
1970-1971,1970,1971-04-29,1970030216,OFF,2,1,6,MTL,Montréal Canadiens,Canada,False,MNS,Minnesota North Stars,USA,6,8,14,playerByGameStats sum
1970-1971,1970,1971-04-29,1970030216,OFF,2,1,6,MNS,Minnesota North Stars,USA,True,MTL,Montréal Canadiens,Canada,8,6,14,playerByGameStats sum
1970-1971,1970,1971-05-04,1970030311,OFF,3,1,1,MTL,Montréal Canadiens,Canada,False,CHI,Chicago Blackhawks,USA,12,10,22,playerByGameStats sum
1970-1971,1970,1971-05-04,1970030311,OFF,3,1,1,CHI,Chicago Blackhawks,USA,True,MTL,Montréal Canadiens,Canada,10,12,22,playerByGameStats sum
1970-1971,1970,1971-05-06,1970030312,OFF,3,1,2,MTL,Montréal Canadiens,Canada,False,CHI,Chicago Blackhawks,USA,8,10,18,playerByGameStats sum
1970-1971,1970,1971-05-06,1970030312,OFF,3,1,2,CHI,Chicago Blackhawks,USA,True,MTL,Montréal Canadiens,Canada,10,8,18,playerByGameStats sum
1970-1971,1970,1971-05-09,1970030313,OFF,3,1,3,CHI,Chicago Blackhawks,USA,False,MTL,Montréal Canadiens,Canada,34,24,58,playerByGameStats sum
1970-1971,1970,1971-05-09,1970030313,OFF,3,1,3,MTL,Montréal Canadiens,Canada,True,CHI,Chicago Blackhawks,USA,24,34,58,playerByGameStats sum
