Season,SeasonStartYear,GameDate,GameId,GameState,Round,SeriesMatchup,SeriesGame,TeamAbbrev,TeamName,TeamCountry,IsHomeTeam,OpponentAbbrev,OpponentName,OpponentCountry,TeamPim,OpponentPim,TotalGamePim,PimSource
2019-2020,2019,2020-08-12,2019030111,OFF,1,1,1,MTL,Montréal Canadiens,Canada,False,PHI,Philadelphia Flyers,USA,10,6,16,playerByGameStats sum
2019-2020,2019,2020-08-12,2019030111,OFF,1,1,1,PHI,Philadelphia Flyers,USA,True,MTL,Montréal Canadiens,Canada,6,10,16,playerByGameStats sum
2019-2020,2019,2020-08-12,2019030181,OFF,1,8,1,VAN,Vancouver Canucks,Canada,False,STL,St. Louis Blues,USA,16,22,38,playerByGameStats sum
2019-2020,2019,2020-08-12,2019030181,OFF,1,8,1,STL,St. Louis Blues,USA,True,VAN,Vancouver Canucks,Canada,22,16,38,playerByGameStats sum
2019-2020,2019,2020-08-13,2019030172,OFF,1,7,2,CGY,Calgary Flames,Canada,False,DAL,Dallas Stars,USA,8,8,16,playerByGameStats sum
2019-2020,2019,2020-08-13,2019030172,OFF,1,7,2,DAL,Dallas Stars,USA,True,CGY,Calgary Flames,Canada,8,8,16,playerByGameStats sum
2019-2020,2019,2020-08-14,2019030112,OFF,1,1,2,MTL,Montréal Canadiens,Canada,False,PHI,Philadelphia Flyers,USA,24,24,48,playerByGameStats sum
2019-2020,2019,2020-08-14,2019030112,OFF,1,1,2,PHI,Philadelphia Flyers,USA,True,MTL,Montréal Canadiens,Canada,24,24,48,playerByGameStats sum
2019-2020,2019,2020-08-14,2019030173,OFF,1,7,3,DAL,Dallas Stars,USA,False,CGY,Calgary Flames,Canada,4,8,12,playerByGameStats sum
2019-2020,2019,2020-08-14,2019030173,OFF,1,7,3,CGY,Calgary Flames,Canada,True,DAL,Dallas Stars,USA,8,4,12,playerByGameStats sum
2019-2020,2019,2020-08-14,2019030182,OFF,1,8,2,VAN,Vancouver Canucks,Canada,False,STL,St. Louis Blues,USA,19,13,32,playerByGameStats sum
2019-2020,2019,2020-08-14,2019030182,OFF,1,8,2,STL,St. Louis Blues,USA,True,VAN,Vancouver Canucks,Canada,13,19,32,playerByGameStats sum
2019-2020,2019,2020-08-16,2019030113,OFF,1,1,3,PHI,Philadelphia Flyers,USA,False,MTL,Montréal Canadiens,Canada,6,12,18,playerByGameStats sum
2019-2020,2019,2020-08-16,2019030113,OFF,1,1,3,MTL,Montréal Canadiens,Canada,True,PHI,Philadelphia Flyers,USA,12,6,18,playerByGameStats sum
2019-2020,2019,2020-08-16,2019030174,OFF,1,7,4,DAL,Dallas Stars,USA,False,CGY,Calgary Flames,Canada,8,14,22,playerByGameStats sum
2019-2020,2019,2020-08-16,2019030174,OFF,1,7,4,CGY,Calgary Flames,Canada,True,DAL,Dallas Stars,USA,14,8,22,playerByGameStats sum
2019-2020,2019,2020-08-16,2019030183,OFF,1,8,3,STL,St. Louis Blues,USA,False,VAN,Vancouver Canucks,Canada,4,6,10,playerByGameStats sum
2019-2020,2019,2020-08-16,2019030183,OFF,1,8,3,VAN,Vancouver Canucks,Canada,True,STL,St. Louis Blues,USA,6,4,10,playerByGameStats sum
2019-2020,2019,2020-08-17,2019030184,OFF,1,8,4,STL,St. Louis Blues,USA,False,VAN,Vancouver Canucks,Canada,18,14,32,playerByGameStats sum
2019-2020,2019,2020-08-17,2019030184,OFF,1,8,4,VAN,Vancouver Canucks,Canada,True,STL,St. Louis Blues,USA,14,18,32,playerByGameStats sum
2019-2020,2019,2020-08-18,2019030114,OFF,1,1,4,PHI,Philadelphia Flyers,USA,False,MTL,Montréal Canadiens,Canada,4,6,10,playerByGameStats sum
2019-2020,2019,2020-08-18,2019030114,OFF,1,1,4,MTL,Montréal Canadiens,Canada,True,PHI,Philadelphia Flyers,USA,6,4,10,playerByGameStats sum
2019-2020,2019,2020-08-18,2019030175,OFF,1,7,5,CGY,Calgary Flames,Canada,False,DAL,Dallas Stars,USA,4,6,10,playerByGameStats sum
2019-2020,2019,2020-08-18,2019030175,OFF,1,7,5,DAL,Dallas Stars,USA,True,CGY,Calgary Flames,Canada,6,4,10,playerByGameStats sum
2019-2020,2019,2020-08-19,2019030115,OFF,1,1,5,MTL,Montréal Canadiens,Canada,False,PHI,Philadelphia Flyers,USA,33,34,67,playerByGameStats sum
2019-2020,2019,2020-08-19,2019030115,OFF,1,1,5,PHI,Philadelphia Flyers,USA,True,MTL,Montréal Canadiens,Canada,34,33,67,playerByGameStats sum
2019-2020,2019,2020-08-19,2019030185,OFF,1,8,5,VAN,Vancouver Canucks,Canada,False,STL,St. Louis Blues,USA,4,6,10,playerByGameStats sum
2019-2020,2019,2020-08-19,2019030185,OFF,1,8,5,STL,St. Louis Blues,USA,True,VAN,Vancouver Canucks,Canada,6,4,10,playerByGameStats sum
2019-2020,2019,2020-08-20,2019030176,OFF,1,7,6,DAL,Dallas Stars,USA,False,CGY,Calgary Flames,Canada,6,4,10,playerByGameStats sum
2019-2020,2019,2020-08-20,2019030176,OFF,1,7,6,CGY,Calgary Flames,Canada,True,DAL,Dallas Stars,USA,4,6,10,playerByGameStats sum
2019-2020,2019,2020-08-21,2019030116,OFF,1,1,6,PHI,Philadelphia Flyers,USA,False,MTL,Montréal Canadiens,Canada,4,8,12,playerByGameStats sum
2019-2020,2019,2020-08-21,2019030116,OFF,1,1,6,MTL,Montréal Canadiens,Canada,True,PHI,Philadelphia Flyers,USA,8,4,12,playerByGameStats sum
2019-2020,2019,2020-08-21,2019030186,OFF,1,8,6,STL,St. Louis Blues,USA,False,VAN,Vancouver Canucks,Canada,4,4,8,playerByGameStats sum
2019-2020,2019,2020-08-21,2019030186,OFF,1,8,6,VAN,Vancouver Canucks,Canada,True,STL,St. Louis Blues,USA,4,4,8,playerByGameStats sum
2019-2020,2019,2020-08-23,2019030231,OFF,2,3,1,VAN,Vancouver Canucks,Canada,False,VGK,Vegas Golden Knights,USA,16,2,18,playerByGameStats sum
2019-2020,2019,2020-08-23,2019030231,OFF,2,3,1,VGK,Vegas Golden Knights,USA,True,VAN,Vancouver Canucks,Canada,2,16,18,playerByGameStats sum
2019-2020,2019,2020-08-25,2019030232,OFF,2,3,2,VAN,Vancouver Canucks,Canada,False,VGK,Vegas Golden Knights,USA,10,12,22,playerByGameStats sum
2019-2020,2019,2020-08-25,2019030232,OFF,2,3,2,VGK,Vegas Golden Knights,USA,True,VAN,Vancouver Canucks,Canada,12,10,22,playerByGameStats sum
2019-2020,2019,2020-08-29,2019030233,OFF,2,3,3,VGK,Vegas Golden Knights,USA,False,VAN,Vancouver Canucks,Canada,10,16,26,playerByGameStats sum
2019-2020,2019,2020-08-29,2019030233,OFF,2,3,3,VAN,Vancouver Canucks,Canada,True,VGK,Vegas Golden Knights,USA,16,10,26,playerByGameStats sum
2019-2020,2019,2020-08-30,2019030234,OFF,2,3,4,VGK,Vegas Golden Knights,USA,False,VAN,Vancouver Canucks,Canada,10,2,12,playerByGameStats sum
2019-2020,2019,2020-08-30,2019030234,OFF,2,3,4,VAN,Vancouver Canucks,Canada,True,VGK,Vegas Golden Knights,USA,2,10,12,playerByGameStats sum
2019-2020,2019,2020-09-01,2019030235,OFF,2,3,5,VAN,Vancouver Canucks,Canada,False,VGK,Vegas Golden Knights,USA,8,10,18,playerByGameStats sum
2019-2020,2019,2020-09-01,2019030235,OFF,2,3,5,VGK,Vegas Golden Knights,USA,True,VAN,Vancouver Canucks,Canada,10,8,18,playerByGameStats sum
2019-2020,2019,2020-09-03,2019030236,OFF,2,3,6,VGK,Vegas Golden Knights,USA,False,VAN,Vancouver Canucks,Canada,20,12,32,playerByGameStats sum
2019-2020,2019,2020-09-03,2019030236,OFF,2,3,6,VAN,Vancouver Canucks,Canada,True,VGK,Vegas Golden Knights,USA,12,20,32,playerByGameStats sum
2019-2020,2019,2020-09-04,2019030237,OFF,2,3,7,VAN,Vancouver Canucks,Canada,False,VGK,Vegas Golden Knights,USA,6,16,22,playerByGameStats sum
2019-2020,2019,2020-09-04,2019030237,OFF,2,3,7,VGK,Vegas Golden Knights,USA,True,VAN,Vancouver Canucks,Canada,16,6,22,playerByGameStats sum
2020-2021,2020,2021-06-14,2020030311,OFF,3,1,1,MTL,Montréal Canadiens,Canada,False,VGK,Vegas Golden Knights,USA,8,6,14,playerByGameStats sum
2020-2021,2020,2021-06-14,2020030311,OFF,3,1,1,VGK,Vegas Golden Knights,USA,True,MTL,Montréal Canadiens,Canada,6,8,14,playerByGameStats sum
2020-2021,2020,2021-06-16,2020030312,OFF,3,1,2,MTL,Montréal Canadiens,Canada,False,VGK,Vegas Golden Knights,USA,4,0,4,playerByGameStats sum
2020-2021,2020,2021-06-16,2020030312,OFF,3,1,2,VGK,Vegas Golden Knights,USA,True,MTL,Montréal Canadiens,Canada,0,4,4,playerByGameStats sum
2020-2021,2020,2021-06-18,2020030313,OFF,3,1,3,VGK,Vegas Golden Knights,USA,False,MTL,Montréal Canadiens,Canada,4,8,12,playerByGameStats sum
2020-2021,2020,2021-06-18,2020030313,OFF,3,1,3,MTL,Montréal Canadiens,Canada,True,VGK,Vegas Golden Knights,USA,8,4,12,playerByGameStats sum
2020-2021,2020,2021-06-20,2020030314,OFF,3,1,4,VGK,Vegas Golden Knights,USA,False,MTL,Montréal Canadiens,Canada,4,4,8,playerByGameStats sum
2020-2021,2020,2021-06-20,2020030314,OFF,3,1,4,MTL,Montréal Canadiens,Canada,True,VGK,Vegas Golden Knights,USA,4,4,8,playerByGameStats sum
2020-2021,2020,2021-06-22,2020030315,OFF,3,1,5,MTL,Montréal Canadiens,Canada,False,VGK,Vegas Golden Knights,USA,4,4,8,playerByGameStats sum
2020-2021,2020,2021-06-22,2020030315,OFF,3,1,5,VGK,Vegas Golden Knights,USA,True,MTL,Montréal Canadiens,Canada,4,4,8,playerByGameStats sum
2020-2021,2020,2021-06-24,2020030316,OFF,3,1,6,VGK,Vegas Golden Knights,USA,False,MTL,Montréal Canadiens,Canada,4,4,8,playerByGameStats sum
2020-2021,2020,2021-06-24,2020030316,OFF,3,1,6,MTL,Montréal Canadiens,Canada,True,VGK,Vegas Golden Knights,USA,4,4,8,playerByGameStats sum
2020-2021,2020,2021-06-28,2020030411,OFF,4,1,1,MTL,Montréal Canadiens,Canada,False,TBL,Tampa Bay Lightning,USA,8,6,14,playerByGameStats sum
2020-2021,2020,2021-06-28,2020030411,OFF,4,1,1,TBL,Tampa Bay Lightning,USA,True,MTL,Montréal Canadiens,Canada,6,8,14,playerByGameStats sum
2020-2021,2020,2021-06-30,2020030412,OFF,4,1,2,MTL,Montréal Canadiens,Canada,False,TBL,Tampa Bay Lightning,USA,20,20,40,playerByGameStats sum
2020-2021,2020,2021-06-30,2020030412,OFF,4,1,2,TBL,Tampa Bay Lightning,USA,True,MTL,Montréal Canadiens,Canada,20,20,40,playerByGameStats sum
2020-2021,2020,2021-07-02,2020030413,OFF,4,1,3,TBL,Tampa Bay Lightning,USA,False,MTL,Montréal Canadiens,Canada,2,2,4,playerByGameStats sum
2020-2021,2020,2021-07-02,2020030413,OFF,4,1,3,MTL,Montréal Canadiens,Canada,True,TBL,Tampa Bay Lightning,USA,2,2,4,playerByGameStats sum
2020-2021,2020,2021-07-05,2020030414,OFF,4,1,4,TBL,Tampa Bay Lightning,USA,False,MTL,Montréal Canadiens,Canada,12,20,32,playerByGameStats sum
2020-2021,2020,2021-07-05,2020030414,OFF,4,1,4,MTL,Montréal Canadiens,Canada,True,TBL,Tampa Bay Lightning,USA,20,12,32,playerByGameStats sum
2020-2021,2020,2021-07-07,2020030415,OFF,4,1,5,MTL,Montréal Canadiens,Canada,False,TBL,Tampa Bay Lightning,USA,8,8,16,playerByGameStats sum
2020-2021,2020,2021-07-07,2020030415,OFF,4,1,5,TBL,Tampa Bay Lightning,USA,True,MTL,Montréal Canadiens,Canada,8,8,16,playerByGameStats sum
2021-2022,2021,2022-05-02,2021030121,OFF,1,2,1,TBL,Tampa Bay Lightning,USA,False,TOR,Toronto Maple Leafs,Canada,51,62,113,playerByGameStats sum
2021-2022,2021,2022-05-02,2021030121,OFF,1,2,1,TOR,Toronto Maple Leafs,Canada,True,TBL,Tampa Bay Lightning,USA,62,51,113,playerByGameStats sum
2021-2022,2021,2022-05-02,2021030181,OFF,1,8,1,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,8,10,18,playerByGameStats sum
2021-2022,2021,2022-05-02,2021030181,OFF,1,8,1,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,10,8,18,playerByGameStats sum
2021-2022,2021,2022-05-03,2021030171,OFF,1,7,1,DAL,Dallas Stars,USA,False,CGY,Calgary Flames,Canada,28,28,56,playerByGameStats sum
2021-2022,2021,2022-05-03,2021030171,OFF,1,7,1,CGY,Calgary Flames,Canada,True,DAL,Dallas Stars,USA,28,28,56,playerByGameStats sum
2021-2022,2021,2022-05-04,2021030122,OFF,1,2,2,TBL,Tampa Bay Lightning,USA,False,TOR,Toronto Maple Leafs,Canada,6,14,20,playerByGameStats sum
2021-2022,2021,2022-05-04,2021030122,OFF,1,2,2,TOR,Toronto Maple Leafs,Canada,True,TBL,Tampa Bay Lightning,USA,14,6,20,playerByGameStats sum
2021-2022,2021,2022-05-04,2021030182,OFF,1,8,2,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,10,10,20,playerByGameStats sum
2021-2022,2021,2022-05-04,2021030182,OFF,1,8,2,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,10,10,20,playerByGameStats sum
2021-2022,2021,2022-05-05,2021030172,OFF,1,7,2,DAL,Dallas Stars,USA,False,CGY,Calgary Flames,Canada,14,12,26,playerByGameStats sum
2021-2022,2021,2022-05-05,2021030172,OFF,1,7,2,CGY,Calgary Flames,Canada,True,DAL,Dallas Stars,USA,12,14,26,playerByGameStats sum
2021-2022,2021,2022-05-06,2021030123,OFF,1,2,3,TOR,Toronto Maple Leafs,Canada,False,TBL,Tampa Bay Lightning,USA,6,10,16,playerByGameStats sum
2021-2022,2021,2022-05-06,2021030123,OFF,1,2,3,TBL,Tampa Bay Lightning,USA,True,TOR,Toronto Maple Leafs,Canada,10,6,16,playerByGameStats sum
2021-2022,2021,2022-05-06,2021030183,OFF,1,8,3,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,12,20,32,playerByGameStats sum
2021-2022,2021,2022-05-06,2021030183,OFF,1,8,3,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,20,12,32,playerByGameStats sum
2021-2022,2021,2022-05-07,2021030173,OFF,1,7,3,CGY,Calgary Flames,Canada,False,DAL,Dallas Stars,USA,19,17,36,playerByGameStats sum
2021-2022,2021,2022-05-07,2021030173,OFF,1,7,3,DAL,Dallas Stars,USA,True,CGY,Calgary Flames,Canada,17,19,36,playerByGameStats sum
2021-2022,2021,2022-05-08,2021030124,OFF,1,2,4,TOR,Toronto Maple Leafs,Canada,False,TBL,Tampa Bay Lightning,USA,30,22,52,playerByGameStats sum
2021-2022,2021,2022-05-08,2021030124,OFF,1,2,4,TBL,Tampa Bay Lightning,USA,True,TOR,Toronto Maple Leafs,Canada,22,30,52,playerByGameStats sum
2021-2022,2021,2022-05-08,2021030184,OFF,1,8,4,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,40,42,82,playerByGameStats sum
2021-2022,2021,2022-05-08,2021030184,OFF,1,8,4,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,42,40,82,playerByGameStats sum
2021-2022,2021,2022-05-09,2021030174,OFF,1,7,4,CGY,Calgary Flames,Canada,False,DAL,Dallas Stars,USA,14,12,26,playerByGameStats sum
2021-2022,2021,2022-05-09,2021030174,OFF,1,7,4,DAL,Dallas Stars,USA,True,CGY,Calgary Flames,Canada,12,14,26,playerByGameStats sum
2021-2022,2021,2022-05-10,2021030125,OFF,1,2,5,TBL,Tampa Bay Lightning,USA,False,TOR,Toronto Maple Leafs,Canada,8,10,18,playerByGameStats sum
2021-2022,2021,2022-05-10,2021030125,OFF,1,2,5,TOR,Toronto Maple Leafs,Canada,True,TBL,Tampa Bay Lightning,USA,10,8,18,playerByGameStats sum
2021-2022,2021,2022-05-10,2021030185,OFF,1,8,5,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,10,14,24,playerByGameStats sum
2021-2022,2021,2022-05-10,2021030185,OFF,1,8,5,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,14,10,24,playerByGameStats sum
2021-2022,2021,2022-05-11,2021030175,OFF,1,7,5,DAL,Dallas Stars,USA,False,CGY,Calgary Flames,Canada,4,6,10,playerByGameStats sum
2021-2022,2021,2022-05-11,2021030175,OFF,1,7,5,CGY,Calgary Flames,Canada,True,DAL,Dallas Stars,USA,6,4,10,playerByGameStats sum
2021-2022,2021,2022-05-12,2021030126,OFF,1,2,6,TOR,Toronto Maple Leafs,Canada,False,TBL,Tampa Bay Lightning,USA,8,4,12,playerByGameStats sum
2021-2022,2021,2022-05-12,2021030126,OFF,1,2,6,TBL,Tampa Bay Lightning,USA,True,TOR,Toronto Maple Leafs,Canada,4,8,12,playerByGameStats sum
2021-2022,2021,2022-05-12,2021030186,OFF,1,8,6,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,8,2,10,playerByGameStats sum
2021-2022,2021,2022-05-12,2021030186,OFF,1,8,6,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,2,8,10,playerByGameStats sum
2021-2022,2021,2022-05-13,2021030176,OFF,1,7,6,CGY,Calgary Flames,Canada,False,DAL,Dallas Stars,USA,28,16,44,playerByGameStats sum
2021-2022,2021,2022-05-13,2021030176,OFF,1,7,6,DAL,Dallas Stars,USA,True,CGY,Calgary Flames,Canada,16,28,44,playerByGameStats sum
2021-2022,2021,2022-05-14,2021030127,OFF,1,2,7,TBL,Tampa Bay Lightning,USA,False,TOR,Toronto Maple Leafs,Canada,6,4,10,playerByGameStats sum
2021-2022,2021,2022-05-14,2021030127,OFF,1,2,7,TOR,Toronto Maple Leafs,Canada,True,TBL,Tampa Bay Lightning,USA,4,6,10,playerByGameStats sum
2021-2022,2021,2022-05-14,2021030187,OFF,1,8,7,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,2,0,2,playerByGameStats sum
2021-2022,2021,2022-05-14,2021030187,OFF,1,8,7,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,0,2,2,playerByGameStats sum
2021-2022,2021,2022-05-15,2021030177,OFF,1,7,7,DAL,Dallas Stars,USA,False,CGY,Calgary Flames,Canada,6,2,8,playerByGameStats sum
2021-2022,2021,2022-05-15,2021030177,OFF,1,7,7,CGY,Calgary Flames,Canada,True,DAL,Dallas Stars,USA,2,6,8,playerByGameStats sum
2021-2022,2021,2022-05-31,2021030321,OFF,3,2,1,EDM,Edmonton Oilers,Canada,False,COL,Colorado Avalanche,USA,2,4,6,playerByGameStats sum
2021-2022,2021,2022-05-31,2021030321,OFF,3,2,1,COL,Colorado Avalanche,USA,True,EDM,Edmonton Oilers,Canada,4,2,6,playerByGameStats sum
2021-2022,2021,2022-06-02,2021030322,OFF,3,2,2,EDM,Edmonton Oilers,Canada,False,COL,Colorado Avalanche,USA,14,6,20,playerByGameStats sum
2021-2022,2021,2022-06-02,2021030322,OFF,3,2,2,COL,Colorado Avalanche,USA,True,EDM,Edmonton Oilers,Canada,6,14,20,playerByGameStats sum
2021-2022,2021,2022-06-04,2021030323,OFF,3,2,3,COL,Colorado Avalanche,USA,False,EDM,Edmonton Oilers,Canada,4,23,27,playerByGameStats sum
2021-2022,2021,2022-06-04,2021030323,OFF,3,2,3,EDM,Edmonton Oilers,Canada,True,COL,Colorado Avalanche,USA,23,4,27,playerByGameStats sum
2021-2022,2021,2022-06-06,2021030324,OFF,3,2,4,COL,Colorado Avalanche,USA,False,EDM,Edmonton Oilers,Canada,10,4,14,playerByGameStats sum
2021-2022,2021,2022-06-06,2021030324,OFF,3,2,4,EDM,Edmonton Oilers,Canada,True,COL,Colorado Avalanche,USA,4,10,14,playerByGameStats sum
2022-2023,2022,2023-04-17,2022030181,OFF,1,8,1,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,8,14,22,playerByGameStats sum
2022-2023,2022,2023-04-17,2022030181,OFF,1,8,1,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,14,8,22,playerByGameStats sum
2022-2023,2022,2023-04-18,2022030121,OFF,1,2,1,TBL,Tampa Bay Lightning,USA,False,TOR,Toronto Maple Leafs,Canada,8,23,31,playerByGameStats sum
2022-2023,2022,2023-04-18,2022030121,OFF,1,2,1,TOR,Toronto Maple Leafs,Canada,True,TBL,Tampa Bay Lightning,USA,23,8,31,playerByGameStats sum
2022-2023,2022,2023-04-18,2022030171,OFF,1,7,1,WPG,Winnipeg Jets,Canada,False,VGK,Vegas Golden Knights,USA,14,16,30,playerByGameStats sum
2022-2023,2022,2023-04-18,2022030171,OFF,1,7,1,VGK,Vegas Golden Knights,USA,True,WPG,Winnipeg Jets,Canada,16,14,30,playerByGameStats sum
2022-2023,2022,2023-04-19,2022030182,OFF,1,8,2,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,2,8,10,playerByGameStats sum
2022-2023,2022,2023-04-19,2022030182,OFF,1,8,2,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,8,2,10,playerByGameStats sum
2022-2023,2022,2023-04-20,2022030122,OFF,1,2,2,TBL,Tampa Bay Lightning,USA,False,TOR,Toronto Maple Leafs,Canada,49,23,72,playerByGameStats sum
2022-2023,2022,2023-04-20,2022030122,OFF,1,2,2,TOR,Toronto Maple Leafs,Canada,True,TBL,Tampa Bay Lightning,USA,23,49,72,playerByGameStats sum
2022-2023,2022,2023-04-20,2022030172,OFF,1,7,2,WPG,Winnipeg Jets,Canada,False,VGK,Vegas Golden Knights,USA,12,10,22,playerByGameStats sum
2022-2023,2022,2023-04-20,2022030172,OFF,1,7,2,VGK,Vegas Golden Knights,USA,True,WPG,Winnipeg Jets,Canada,10,12,22,playerByGameStats sum
2022-2023,2022,2023-04-21,2022030183,OFF,1,8,3,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,14,12,26,playerByGameStats sum
2022-2023,2022,2023-04-21,2022030183,OFF,1,8,3,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,12,14,26,playerByGameStats sum
2022-2023,2022,2023-04-22,2022030123,OFF,1,2,3,TOR,Toronto Maple Leafs,Canada,False,TBL,Tampa Bay Lightning,USA,18,18,36,playerByGameStats sum
2022-2023,2022,2023-04-22,2022030123,OFF,1,2,3,TBL,Tampa Bay Lightning,USA,True,TOR,Toronto Maple Leafs,Canada,18,18,36,playerByGameStats sum
2022-2023,2022,2023-04-22,2022030173,OFF,1,7,3,VGK,Vegas Golden Knights,USA,False,WPG,Winnipeg Jets,Canada,17,19,36,playerByGameStats sum
2022-2023,2022,2023-04-22,2022030173,OFF,1,7,3,WPG,Winnipeg Jets,Canada,True,VGK,Vegas Golden Knights,USA,19,17,36,playerByGameStats sum
2022-2023,2022,2023-04-23,2022030184,OFF,1,8,4,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,4,6,10,playerByGameStats sum
2022-2023,2022,2023-04-23,2022030184,OFF,1,8,4,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,6,4,10,playerByGameStats sum
2022-2023,2022,2023-04-24,2022030124,OFF,1,2,4,TOR,Toronto Maple Leafs,Canada,False,TBL,Tampa Bay Lightning,USA,8,10,18,playerByGameStats sum
2022-2023,2022,2023-04-24,2022030124,OFF,1,2,4,TBL,Tampa Bay Lightning,USA,True,TOR,Toronto Maple Leafs,Canada,10,8,18,playerByGameStats sum
2022-2023,2022,2023-04-24,2022030174,OFF,1,7,4,VGK,Vegas Golden Knights,USA,False,WPG,Winnipeg Jets,Canada,6,6,12,playerByGameStats sum
2022-2023,2022,2023-04-24,2022030174,OFF,1,7,4,WPG,Winnipeg Jets,Canada,True,VGK,Vegas Golden Knights,USA,6,6,12,playerByGameStats sum
2022-2023,2022,2023-04-25,2022030185,OFF,1,8,5,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,16,12,28,playerByGameStats sum
2022-2023,2022,2023-04-25,2022030185,OFF,1,8,5,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,12,16,28,playerByGameStats sum
2022-2023,2022,2023-04-27,2022030125,OFF,1,2,5,TBL,Tampa Bay Lightning,USA,False,TOR,Toronto Maple Leafs,Canada,4,4,8,playerByGameStats sum
2022-2023,2022,2023-04-27,2022030125,OFF,1,2,5,TOR,Toronto Maple Leafs,Canada,True,TBL,Tampa Bay Lightning,USA,4,4,8,playerByGameStats sum
2022-2023,2022,2023-04-27,2022030175,OFF,1,7,5,WPG,Winnipeg Jets,Canada,False,VGK,Vegas Golden Knights,USA,8,4,12,playerByGameStats sum
2022-2023,2022,2023-04-27,2022030175,OFF,1,7,5,VGK,Vegas Golden Knights,USA,True,WPG,Winnipeg Jets,Canada,4,8,12,playerByGameStats sum
2022-2023,2022,2023-04-29,2022030126,OFF,1,2,6,TOR,Toronto Maple Leafs,Canada,False,TBL,Tampa Bay Lightning,USA,4,4,8,playerByGameStats sum
2022-2023,2022,2023-04-29,2022030126,OFF,1,2,6,TBL,Tampa Bay Lightning,USA,True,TOR,Toronto Maple Leafs,Canada,4,4,8,playerByGameStats sum
2022-2023,2022,2023-04-29,2022030186,OFF,1,8,6,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,6,4,10,playerByGameStats sum
2022-2023,2022,2023-04-29,2022030186,OFF,1,8,6,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,4,6,10,playerByGameStats sum
2022-2023,2022,2023-05-02,2022030211,OFF,2,1,1,FLA,Florida Panthers,USA,False,TOR,Toronto Maple Leafs,Canada,10,2,12,playerByGameStats sum
2022-2023,2022,2023-05-02,2022030211,OFF,2,1,1,TOR,Toronto Maple Leafs,Canada,True,FLA,Florida Panthers,USA,2,10,12,playerByGameStats sum
2022-2023,2022,2023-05-03,2022030241,OFF,2,4,1,EDM,Edmonton Oilers,Canada,False,VGK,Vegas Golden Knights,USA,8,8,16,playerByGameStats sum
2022-2023,2022,2023-05-03,2022030241,OFF,2,4,1,VGK,Vegas Golden Knights,USA,True,EDM,Edmonton Oilers,Canada,8,8,16,playerByGameStats sum
2022-2023,2022,2023-05-04,2022030212,OFF,2,1,2,FLA,Florida Panthers,USA,False,TOR,Toronto Maple Leafs,Canada,6,2,8,playerByGameStats sum
2022-2023,2022,2023-05-04,2022030212,OFF,2,1,2,TOR,Toronto Maple Leafs,Canada,True,FLA,Florida Panthers,USA,2,6,8,playerByGameStats sum
2022-2023,2022,2023-05-06,2022030242,OFF,2,4,2,EDM,Edmonton Oilers,Canada,False,VGK,Vegas Golden Knights,USA,54,68,122,playerByGameStats sum
2022-2023,2022,2023-05-06,2022030242,OFF,2,4,2,VGK,Vegas Golden Knights,USA,True,EDM,Edmonton Oilers,Canada,68,54,122,playerByGameStats sum
2022-2023,2022,2023-05-07,2022030213,OFF,2,1,3,TOR,Toronto Maple Leafs,Canada,False,FLA,Florida Panthers,USA,4,0,4,playerByGameStats sum
2022-2023,2022,2023-05-07,2022030213,OFF,2,1,3,FLA,Florida Panthers,USA,True,TOR,Toronto Maple Leafs,Canada,0,4,4,playerByGameStats sum
