Season,SeasonStartYear,GameDate,GameId,GameState,Round,SeriesMatchup,SeriesGame,TeamAbbrev,TeamName,TeamCountry,IsHomeTeam,OpponentAbbrev,OpponentName,OpponentCountry,TeamPim,OpponentPim,TotalGamePim,PimSource
1993-1994,1993,1994-04-16,1993030141,OFF,1,4,1,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,12,12,24,playerByGameStats sum
1993-1994,1993,1994-04-16,1993030141,OFF,1,4,1,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,12,12,24,playerByGameStats sum
1993-1994,1993,1994-04-18,1993030142,OFF,1,4,2,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,30,27,57,playerByGameStats sum
1993-1994,1993,1994-04-18,1993030142,OFF,1,4,2,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,27,30,57,playerByGameStats sum
1993-1994,1993,1994-04-18,1993030171,OFF,1,7,1,CHI,Chicago Blackhawks,USA,False,TOR,Toronto Maple Leafs,Canada,53,38,91,playerByGameStats sum
1993-1994,1993,1994-04-18,1993030171,OFF,1,7,1,TOR,Toronto Maple Leafs,Canada,True,CHI,Chicago Blackhawks,USA,38,53,91,playerByGameStats sum
1993-1994,1993,1994-04-20,1993030172,OFF,1,7,2,CHI,Chicago Blackhawks,USA,False,TOR,Toronto Maple Leafs,Canada,10,6,16,playerByGameStats sum
1993-1994,1993,1994-04-20,1993030172,OFF,1,7,2,TOR,Toronto Maple Leafs,Canada,True,CHI,Chicago Blackhawks,USA,6,10,16,playerByGameStats sum
1993-1994,1993,1994-04-21,1993030143,OFF,1,4,3,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,10,8,18,playerByGameStats sum
1993-1994,1993,1994-04-21,1993030143,OFF,1,4,3,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,8,10,18,playerByGameStats sum
1993-1994,1993,1994-04-23,1993030144,OFF,1,4,4,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,22,28,50,playerByGameStats sum
1993-1994,1993,1994-04-23,1993030144,OFF,1,4,4,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,28,22,50,playerByGameStats sum
1993-1994,1993,1994-04-23,1993030173,OFF,1,7,3,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,10,12,22,playerByGameStats sum
1993-1994,1993,1994-04-23,1993030173,OFF,1,7,3,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,12,10,22,playerByGameStats sum
1993-1994,1993,1994-04-24,1993030174,OFF,1,7,4,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,28,28,56,playerByGameStats sum
1993-1994,1993,1994-04-24,1993030174,OFF,1,7,4,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,28,28,56,playerByGameStats sum
1993-1994,1993,1994-04-25,1993030145,OFF,1,4,5,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,18,18,36,playerByGameStats sum
1993-1994,1993,1994-04-25,1993030145,OFF,1,4,5,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,18,18,36,playerByGameStats sum
1993-1994,1993,1994-04-26,1993030175,OFF,1,7,5,CHI,Chicago Blackhawks,USA,False,TOR,Toronto Maple Leafs,Canada,12,12,24,playerByGameStats sum
1993-1994,1993,1994-04-26,1993030175,OFF,1,7,5,TOR,Toronto Maple Leafs,Canada,True,CHI,Chicago Blackhawks,USA,12,12,24,playerByGameStats sum
1993-1994,1993,1994-04-27,1993030146,OFF,1,4,6,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,4,6,10,playerByGameStats sum
1993-1994,1993,1994-04-27,1993030146,OFF,1,4,6,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,6,4,10,playerByGameStats sum
1993-1994,1993,1994-04-28,1993030176,OFF,1,7,6,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,8,4,12,playerByGameStats sum
1993-1994,1993,1994-04-28,1993030176,OFF,1,7,6,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,4,8,12,playerByGameStats sum
1993-1994,1993,1994-04-29,1993030147,OFF,1,4,7,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,4,4,8,playerByGameStats sum
1993-1994,1993,1994-04-29,1993030147,OFF,1,4,7,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,4,4,8,playerByGameStats sum
1993-1994,1993,1994-05-02,1993030231,OFF,2,3,1,SJS,San Jose Sharks,USA,False,TOR,Toronto Maple Leafs,Canada,10,6,16,playerByGameStats sum
1993-1994,1993,1994-05-02,1993030231,OFF,2,3,1,TOR,Toronto Maple Leafs,Canada,True,SJS,San Jose Sharks,USA,6,10,16,playerByGameStats sum
1993-1994,1993,1994-05-02,1993030241,OFF,2,4,1,VAN,Vancouver Canucks,Canada,False,DAL,Dallas Stars,USA,14,8,22,playerByGameStats sum
1993-1994,1993,1994-05-02,1993030241,OFF,2,4,1,DAL,Dallas Stars,USA,True,VAN,Vancouver Canucks,Canada,8,14,22,playerByGameStats sum
1993-1994,1993,1994-05-04,1993030232,OFF,2,3,2,SJS,San Jose Sharks,USA,False,TOR,Toronto Maple Leafs,Canada,18,16,34,playerByGameStats sum
1993-1994,1993,1994-05-04,1993030232,OFF,2,3,2,TOR,Toronto Maple Leafs,Canada,True,SJS,San Jose Sharks,USA,16,18,34,playerByGameStats sum
1993-1994,1993,1994-05-04,1993030242,OFF,2,4,2,VAN,Vancouver Canucks,Canada,False,DAL,Dallas Stars,USA,22,26,48,playerByGameStats sum
1993-1994,1993,1994-05-04,1993030242,OFF,2,4,2,DAL,Dallas Stars,USA,True,VAN,Vancouver Canucks,Canada,26,22,48,playerByGameStats sum
1993-1994,1993,1994-05-06,1993030233,OFF,2,3,3,TOR,Toronto Maple Leafs,Canada,False,SJS,San Jose Sharks,USA,68,55,123,playerByGameStats sum
1993-1994,1993,1994-05-06,1993030233,OFF,2,3,3,SJS,San Jose Sharks,USA,True,TOR,Toronto Maple Leafs,Canada,55,68,123,playerByGameStats sum
1993-1994,1993,1994-05-06,1993030243,OFF,2,4,3,DAL,Dallas Stars,USA,False,VAN,Vancouver Canucks,Canada,12,16,28,playerByGameStats sum
1993-1994,1993,1994-05-06,1993030243,OFF,2,4,3,VAN,Vancouver Canucks,Canada,True,DAL,Dallas Stars,USA,16,12,28,playerByGameStats sum
1993-1994,1993,1994-05-08,1993030234,OFF,2,3,4,TOR,Toronto Maple Leafs,Canada,False,SJS,San Jose Sharks,USA,47,27,74,playerByGameStats sum
1993-1994,1993,1994-05-08,1993030234,OFF,2,3,4,SJS,San Jose Sharks,USA,True,TOR,Toronto Maple Leafs,Canada,27,47,74,playerByGameStats sum
1993-1994,1993,1994-05-08,1993030244,OFF,2,4,4,DAL,Dallas Stars,USA,False,VAN,Vancouver Canucks,Canada,12,8,20,playerByGameStats sum
1993-1994,1993,1994-05-08,1993030244,OFF,2,4,4,VAN,Vancouver Canucks,Canada,True,DAL,Dallas Stars,USA,8,12,20,playerByGameStats sum
1993-1994,1993,1994-05-10,1993030235,OFF,2,3,5,TOR,Toronto Maple Leafs,Canada,False,SJS,San Jose Sharks,USA,22,12,34,playerByGameStats sum
1993-1994,1993,1994-05-10,1993030235,OFF,2,3,5,SJS,San Jose Sharks,USA,True,TOR,Toronto Maple Leafs,Canada,12,22,34,playerByGameStats sum
1993-1994,1993,1994-05-10,1993030245,OFF,2,4,5,DAL,Dallas Stars,USA,False,VAN,Vancouver Canucks,Canada,12,14,26,playerByGameStats sum
1993-1994,1993,1994-05-10,1993030245,OFF,2,4,5,VAN,Vancouver Canucks,Canada,True,DAL,Dallas Stars,USA,14,12,26,playerByGameStats sum
1993-1994,1993,1994-05-12,1993030236,OFF,2,3,6,SJS,San Jose Sharks,USA,False,TOR,Toronto Maple Leafs,Canada,8,12,20,playerByGameStats sum
1993-1994,1993,1994-05-12,1993030236,OFF,2,3,6,TOR,Toronto Maple Leafs,Canada,True,SJS,San Jose Sharks,USA,12,8,20,playerByGameStats sum
1993-1994,1993,1994-05-14,1993030237,OFF,2,3,7,SJS,San Jose Sharks,USA,False,TOR,Toronto Maple Leafs,Canada,6,6,12,playerByGameStats sum
1993-1994,1993,1994-05-14,1993030237,OFF,2,3,7,TOR,Toronto Maple Leafs,Canada,True,SJS,San Jose Sharks,USA,6,6,12,playerByGameStats sum
1993-1994,1993,1994-05-31,1993030411,OFF,4,1,1,VAN,Vancouver Canucks,Canada,False,NYR,New York Rangers,USA,12,14,26,playerByGameStats sum
1993-1994,1993,1994-05-31,1993030411,OFF,4,1,1,NYR,New York Rangers,USA,True,VAN,Vancouver Canucks,Canada,14,12,26,playerByGameStats sum
1993-1994,1993,1994-06-02,1993030412,OFF,4,1,2,VAN,Vancouver Canucks,Canada,False,NYR,New York Rangers,USA,22,16,38,playerByGameStats sum
1993-1994,1993,1994-06-02,1993030412,OFF,4,1,2,NYR,New York Rangers,USA,True,VAN,Vancouver Canucks,Canada,16,22,38,playerByGameStats sum
1993-1994,1993,1994-06-04,1993030413,OFF,4,1,3,NYR,New York Rangers,USA,False,VAN,Vancouver Canucks,Canada,20,37,57,playerByGameStats sum
1993-1994,1993,1994-06-04,1993030413,OFF,4,1,3,VAN,Vancouver Canucks,Canada,True,NYR,New York Rangers,USA,37,20,57,playerByGameStats sum
1993-1994,1993,1994-06-07,1993030414,OFF,4,1,4,NYR,New York Rangers,USA,False,VAN,Vancouver Canucks,Canada,19,16,35,playerByGameStats sum
1993-1994,1993,1994-06-07,1993030414,OFF,4,1,4,VAN,Vancouver Canucks,Canada,True,NYR,New York Rangers,USA,16,19,35,playerByGameStats sum
1993-1994,1993,1994-06-09,1993030415,OFF,4,1,5,VAN,Vancouver Canucks,Canada,False,NYR,New York Rangers,USA,20,31,51,playerByGameStats sum
1993-1994,1993,1994-06-09,1993030415,OFF,4,1,5,NYR,New York Rangers,USA,True,VAN,Vancouver Canucks,Canada,31,20,51,playerByGameStats sum
1993-1994,1993,1994-06-11,1993030416,OFF,4,1,6,NYR,New York Rangers,USA,False,VAN,Vancouver Canucks,Canada,4,6,10,playerByGameStats sum
1993-1994,1993,1994-06-11,1993030416,OFF,4,1,6,VAN,Vancouver Canucks,Canada,True,NYR,New York Rangers,USA,6,4,10,playerByGameStats sum
1993-1994,1993,1994-06-14,1993030417,OFF,4,1,7,VAN,Vancouver Canucks,Canada,False,NYR,New York Rangers,USA,10,8,18,playerByGameStats sum
1993-1994,1993,1994-06-14,1993030417,OFF,4,1,7,NYR,New York Rangers,USA,True,VAN,Vancouver Canucks,Canada,8,10,18,playerByGameStats sum
1994-1995,1994,1995-05-06,1994030111,OFF,1,1,1,NYR,New York Rangers,USA,False,QUE,Quebec Nordiques,Canada,10,8,18,playerByGameStats sum
1994-1995,1994,1995-05-06,1994030111,OFF,1,1,1,QUE,Quebec Nordiques,Canada,True,NYR,New York Rangers,USA,8,10,18,playerByGameStats sum
1994-1995,1994,1995-05-07,1994030161,OFF,1,6,1,SJS,San Jose Sharks,USA,False,CGY,Calgary Flames,Canada,14,20,34,playerByGameStats sum
1994-1995,1994,1995-05-07,1994030161,OFF,1,6,1,CGY,Calgary Flames,Canada,True,SJS,San Jose Sharks,USA,20,14,34,playerByGameStats sum
1994-1995,1994,1995-05-07,1994030171,OFF,1,7,1,VAN,Vancouver Canucks,Canada,False,STL,St. Louis Blues,USA,20,26,46,playerByGameStats sum
1994-1995,1994,1995-05-07,1994030171,OFF,1,7,1,STL,St. Louis Blues,USA,True,VAN,Vancouver Canucks,Canada,26,20,46,playerByGameStats sum
1994-1995,1994,1995-05-07,1994030181,OFF,1,8,1,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,6,10,16,playerByGameStats sum
1994-1995,1994,1995-05-07,1994030181,OFF,1,8,1,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,10,6,16,playerByGameStats sum
1994-1995,1994,1995-05-08,1994030112,OFF,1,1,2,NYR,New York Rangers,USA,False,QUE,Quebec Nordiques,Canada,16,16,32,playerByGameStats sum
1994-1995,1994,1995-05-08,1994030112,OFF,1,1,2,QUE,Quebec Nordiques,Canada,True,NYR,New York Rangers,USA,16,16,32,playerByGameStats sum
1994-1995,1994,1995-05-09,1994030162,OFF,1,6,2,SJS,San Jose Sharks,USA,False,CGY,Calgary Flames,Canada,15,17,32,playerByGameStats sum
1994-1995,1994,1995-05-09,1994030162,OFF,1,6,2,CGY,Calgary Flames,Canada,True,SJS,San Jose Sharks,USA,17,15,32,playerByGameStats sum
1994-1995,1994,1995-05-09,1994030172,OFF,1,7,2,VAN,Vancouver Canucks,Canada,False,STL,St. Louis Blues,USA,18,18,36,playerByGameStats sum
1994-1995,1994,1995-05-09,1994030172,OFF,1,7,2,STL,St. Louis Blues,USA,True,VAN,Vancouver Canucks,Canada,18,18,36,playerByGameStats sum
1994-1995,1994,1995-05-09,1994030182,OFF,1,8,2,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,14,8,22,playerByGameStats sum
1994-1995,1994,1995-05-09,1994030182,OFF,1,8,2,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,8,14,22,playerByGameStats sum
1994-1995,1994,1995-05-10,1994030113,OFF,1,1,3,QUE,Quebec Nordiques,Canada,False,NYR,New York Rangers,USA,10,6,16,playerByGameStats sum
1994-1995,1994,1995-05-10,1994030113,OFF,1,1,3,NYR,New York Rangers,USA,True,QUE,Quebec Nordiques,Canada,6,10,16,playerByGameStats sum
1994-1995,1994,1995-05-11,1994030163,OFF,1,6,3,CGY,Calgary Flames,Canada,False,SJS,San Jose Sharks,USA,35,21,56,playerByGameStats sum
1994-1995,1994,1995-05-11,1994030163,OFF,1,6,3,SJS,San Jose Sharks,USA,True,CGY,Calgary Flames,Canada,21,35,56,playerByGameStats sum
1994-1995,1994,1995-05-11,1994030173,OFF,1,7,3,STL,St. Louis Blues,USA,False,VAN,Vancouver Canucks,Canada,70,38,108,playerByGameStats sum
1994-1995,1994,1995-05-11,1994030173,OFF,1,7,3,VAN,Vancouver Canucks,Canada,True,STL,St. Louis Blues,USA,38,70,108,playerByGameStats sum
1994-1995,1994,1995-05-11,1994030183,OFF,1,8,3,CHI,Chicago Blackhawks,USA,False,TOR,Toronto Maple Leafs,Canada,35,31,66,playerByGameStats sum
1994-1995,1994,1995-05-11,1994030183,OFF,1,8,3,TOR,Toronto Maple Leafs,Canada,True,CHI,Chicago Blackhawks,USA,31,35,66,playerByGameStats sum
1994-1995,1994,1995-05-12,1994030114,OFF,1,1,4,QUE,Quebec Nordiques,Canada,False,NYR,New York Rangers,USA,14,16,30,playerByGameStats sum
1994-1995,1994,1995-05-12,1994030114,OFF,1,1,4,NYR,New York Rangers,USA,True,QUE,Quebec Nordiques,Canada,16,14,30,playerByGameStats sum
1994-1995,1994,1995-05-13,1994030164,OFF,1,6,4,CGY,Calgary Flames,Canada,False,SJS,San Jose Sharks,USA,8,10,18,playerByGameStats sum
1994-1995,1994,1995-05-13,1994030164,OFF,1,6,4,SJS,San Jose Sharks,USA,True,CGY,Calgary Flames,Canada,10,8,18,playerByGameStats sum
1994-1995,1994,1995-05-13,1994030174,OFF,1,7,4,STL,St. Louis Blues,USA,False,VAN,Vancouver Canucks,Canada,14,16,30,playerByGameStats sum
1994-1995,1994,1995-05-13,1994030174,OFF,1,7,4,VAN,Vancouver Canucks,Canada,True,STL,St. Louis Blues,USA,16,14,30,playerByGameStats sum
1994-1995,1994,1995-05-13,1994030184,OFF,1,8,4,CHI,Chicago Blackhawks,USA,False,TOR,Toronto Maple Leafs,Canada,16,8,24,playerByGameStats sum
1994-1995,1994,1995-05-13,1994030184,OFF,1,8,4,TOR,Toronto Maple Leafs,Canada,True,CHI,Chicago Blackhawks,USA,8,16,24,playerByGameStats sum
1994-1995,1994,1995-05-14,1994030115,OFF,1,1,5,NYR,New York Rangers,USA,False,QUE,Quebec Nordiques,Canada,10,12,22,playerByGameStats sum
1994-1995,1994,1995-05-14,1994030115,OFF,1,1,5,QUE,Quebec Nordiques,Canada,True,NYR,New York Rangers,USA,12,10,22,playerByGameStats sum
1994-1995,1994,1995-05-15,1994030165,OFF,1,6,5,SJS,San Jose Sharks,USA,False,CGY,Calgary Flames,Canada,16,6,22,playerByGameStats sum
1994-1995,1994,1995-05-15,1994030165,OFF,1,6,5,CGY,Calgary Flames,Canada,True,SJS,San Jose Sharks,USA,6,16,22,playerByGameStats sum
1994-1995,1994,1995-05-15,1994030175,OFF,1,7,5,VAN,Vancouver Canucks,Canada,False,STL,St. Louis Blues,USA,24,33,57,playerByGameStats sum
1994-1995,1994,1995-05-15,1994030175,OFF,1,7,5,STL,St. Louis Blues,USA,True,VAN,Vancouver Canucks,Canada,33,24,57,playerByGameStats sum
1994-1995,1994,1995-05-15,1994030185,OFF,1,8,5,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,18,16,34,playerByGameStats sum
1994-1995,1994,1995-05-15,1994030185,OFF,1,8,5,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,16,18,34,playerByGameStats sum
1994-1995,1994,1995-05-16,1994030116,OFF,1,1,6,QUE,Quebec Nordiques,Canada,False,NYR,New York Rangers,USA,27,12,39,playerByGameStats sum
1994-1995,1994,1995-05-16,1994030116,OFF,1,1,6,NYR,New York Rangers,USA,True,QUE,Quebec Nordiques,Canada,12,27,39,playerByGameStats sum
1994-1995,1994,1995-05-17,1994030166,OFF,1,6,6,CGY,Calgary Flames,Canada,False,SJS,San Jose Sharks,USA,21,6,27,playerByGameStats sum
1994-1995,1994,1995-05-17,1994030166,OFF,1,6,6,SJS,San Jose Sharks,USA,True,CGY,Calgary Flames,Canada,6,21,27,playerByGameStats sum
1994-1995,1994,1995-05-17,1994030176,OFF,1,7,6,STL,St. Louis Blues,USA,False,VAN,Vancouver Canucks,Canada,41,94,135,playerByGameStats sum
1994-1995,1994,1995-05-17,1994030176,OFF,1,7,6,VAN,Vancouver Canucks,Canada,True,STL,St. Louis Blues,USA,94,41,135,playerByGameStats sum
1994-1995,1994,1995-05-17,1994030186,OFF,1,8,6,CHI,Chicago Blackhawks,USA,False,TOR,Toronto Maple Leafs,Canada,16,6,22,playerByGameStats sum
1994-1995,1994,1995-05-17,1994030186,OFF,1,8,6,TOR,Toronto Maple Leafs,Canada,True,CHI,Chicago Blackhawks,USA,6,16,22,playerByGameStats sum
1994-1995,1994,1995-05-19,1994030167,OFF,1,6,7,SJS,San Jose Sharks,USA,False,CGY,Calgary Flames,Canada,2,4,6,playerByGameStats sum
1994-1995,1994,1995-05-19,1994030167,OFF,1,6,7,CGY,Calgary Flames,Canada,True,SJS,San Jose Sharks,USA,4,2,6,playerByGameStats sum
1994-1995,1994,1995-05-19,1994030177,OFF,1,7,7,VAN,Vancouver Canucks,Canada,False,STL,St. Louis Blues,USA,10,6,16,playerByGameStats sum
1994-1995,1994,1995-05-19,1994030177,OFF,1,7,7,STL,St. Louis Blues,USA,True,VAN,Vancouver Canucks,Canada,6,10,16,playerByGameStats sum
1994-1995,1994,1995-05-19,1994030187,OFF,1,8,7,TOR,Toronto Maple Leafs,Canada,False,CHI,Chicago Blackhawks,USA,6,8,14,playerByGameStats sum
1994-1995,1994,1995-05-19,1994030187,OFF,1,8,7,CHI,Chicago Blackhawks,USA,True,TOR,Toronto Maple Leafs,Canada,8,6,14,playerByGameStats sum
1994-1995,1994,1995-05-21,1994030241,OFF,2,4,1,VAN,Vancouver Canucks,Canada,False,CHI,Chicago Blackhawks,USA,6,8,14,playerByGameStats sum
1994-1995,1994,1995-05-21,1994030241,OFF,2,4,1,CHI,Chicago Blackhawks,USA,True,VAN,Vancouver Canucks,Canada,8,6,14,playerByGameStats sum
1994-1995,1994,1995-05-23,1994030242,OFF,2,4,2,VAN,Vancouver Canucks,Canada,False,CHI,Chicago Blackhawks,USA,6,6,12,playerByGameStats sum
1994-1995,1994,1995-05-23,1994030242,OFF,2,4,2,CHI,Chicago Blackhawks,USA,True,VAN,Vancouver Canucks,Canada,6,6,12,playerByGameStats sum
1994-1995,1994,1995-05-25,1994030243,OFF,2,4,3,CHI,Chicago Blackhawks,USA,False,VAN,Vancouver Canucks,Canada,8,16,24,playerByGameStats sum
1994-1995,1994,1995-05-25,1994030243,OFF,2,4,3,VAN,Vancouver Canucks,Canada,True,CHI,Chicago Blackhawks,USA,16,8,24,playerByGameStats sum
1994-1995,1994,1995-05-27,1994030244,OFF,2,4,4,CHI,Chicago Blackhawks,USA,False,VAN,Vancouver Canucks,Canada,10,18,28,playerByGameStats sum
1994-1995,1994,1995-05-27,1994030244,OFF,2,4,4,VAN,Vancouver Canucks,Canada,True,CHI,Chicago Blackhawks,USA,18,10,28,playerByGameStats sum
1995-1996,1995,1996-04-16,1995030131,OFF,1,3,1,MTL,Montréal Canadiens,Canada,False,NYR,New York Rangers,USA,10,8,18,playerByGameStats sum
1995-1996,1995,1996-04-16,1995030131,OFF,1,3,1,NYR,New York Rangers,USA,True,MTL,Montréal Canadiens,Canada,8,10,18,playerByGameStats sum
1995-1996,1995,1996-04-16,1995030161,OFF,1,6,1,VAN,Vancouver Canucks,Canada,False,COL,Colorado Avalanche,USA,12,18,30,playerByGameStats sum
1995-1996,1995,1996-04-16,1995030161,OFF,1,6,1,COL,Colorado Avalanche,USA,True,VAN,Vancouver Canucks,Canada,18,12,30,playerByGameStats sum
1995-1996,1995,1996-04-16,1995030181,OFF,1,8,1,STL,St. Louis Blues,USA,False,TOR,Toronto Maple Leafs,Canada,12,8,20,playerByGameStats sum
1995-1996,1995,1996-04-16,1995030181,OFF,1,8,1,TOR,Toronto Maple Leafs,Canada,True,STL,St. Louis Blues,USA,8,12,20,playerByGameStats sum
1995-1996,1995,1996-04-17,1995030151,OFF,1,5,1,WIN,Winnipeg Jets,Canada,False,DET,Detroit Red Wings,USA,10,6,16,playerByGameStats sum
1995-1996,1995,1996-04-17,1995030151,OFF,1,5,1,DET,Detroit Red Wings,USA,True,WIN,Winnipeg Jets,Canada,6,10,16,playerByGameStats sum
1995-1996,1995,1996-04-17,1995030171,OFF,1,7,1,CGY,Calgary Flames,Canada,False,CHI,Chicago Blackhawks,USA,10,8,18,playerByGameStats sum
1995-1996,1995,1996-04-17,1995030171,OFF,1,7,1,CHI,Chicago Blackhawks,USA,True,CGY,Calgary Flames,Canada,8,10,18,playerByGameStats sum
1995-1996,1995,1996-04-18,1995030132,OFF,1,3,2,MTL,Montréal Canadiens,Canada,False,NYR,New York Rangers,USA,16,14,30,playerByGameStats sum
1995-1996,1995,1996-04-18,1995030132,OFF,1,3,2,NYR,New York Rangers,USA,True,MTL,Montréal Canadiens,Canada,14,16,30,playerByGameStats sum
1995-1996,1995,1996-04-18,1995030162,OFF,1,6,2,VAN,Vancouver Canucks,Canada,False,COL,Colorado Avalanche,USA,20,10,30,playerByGameStats sum
1995-1996,1995,1996-04-18,1995030162,OFF,1,6,2,COL,Colorado Avalanche,USA,True,VAN,Vancouver Canucks,Canada,10,20,30,playerByGameStats sum
1995-1996,1995,1996-04-18,1995030182,OFF,1,8,2,STL,St. Louis Blues,USA,False,TOR,Toronto Maple Leafs,Canada,36,36,72,playerByGameStats sum
1995-1996,1995,1996-04-18,1995030182,OFF,1,8,2,TOR,Toronto Maple Leafs,Canada,True,STL,St. Louis Blues,USA,36,36,72,playerByGameStats sum
1995-1996,1995,1996-04-19,1995030152,OFF,1,5,2,WIN,Winnipeg Jets,Canada,False,DET,Detroit Red Wings,USA,36,28,64,playerByGameStats sum
1995-1996,1995,1996-04-19,1995030152,OFF,1,5,2,DET,Detroit Red Wings,USA,True,WIN,Winnipeg Jets,Canada,28,36,64,playerByGameStats sum
1995-1996,1995,1996-04-19,1995030172,OFF,1,7,2,CGY,Calgary Flames,Canada,False,CHI,Chicago Blackhawks,USA,26,23,49,playerByGameStats sum
1995-1996,1995,1996-04-19,1995030172,OFF,1,7,2,CHI,Chicago Blackhawks,USA,True,CGY,Calgary Flames,Canada,23,26,49,playerByGameStats sum
1995-1996,1995,1996-04-20,1995030163,OFF,1,6,3,COL,Colorado Avalanche,USA,False,VAN,Vancouver Canucks,Canada,14,12,26,playerByGameStats sum
1995-1996,1995,1996-04-20,1995030163,OFF,1,6,3,VAN,Vancouver Canucks,Canada,True,COL,Colorado Avalanche,USA,12,14,26,playerByGameStats sum
1995-1996,1995,1996-04-21,1995030133,OFF,1,3,3,NYR,New York Rangers,USA,False,MTL,Montréal Canadiens,Canada,18,16,34,playerByGameStats sum
1995-1996,1995,1996-04-21,1995030133,OFF,1,3,3,MTL,Montréal Canadiens,Canada,True,NYR,New York Rangers,USA,16,18,34,playerByGameStats sum
1995-1996,1995,1996-04-21,1995030153,OFF,1,5,3,DET,Detroit Red Wings,USA,False,WIN,Winnipeg Jets,Canada,8,8,16,playerByGameStats sum
1995-1996,1995,1996-04-21,1995030153,OFF,1,5,3,WIN,Winnipeg Jets,Canada,True,DET,Detroit Red Wings,USA,8,8,16,playerByGameStats sum
1995-1996,1995,1996-04-21,1995030173,OFF,1,7,3,CHI,Chicago Blackhawks,USA,False,CGY,Calgary Flames,Canada,12,14,26,playerByGameStats sum
1995-1996,1995,1996-04-21,1995030173,OFF,1,7,3,CGY,Calgary Flames,Canada,True,CHI,Chicago Blackhawks,USA,14,12,26,playerByGameStats sum
1995-1996,1995,1996-04-21,1995030183,OFF,1,8,3,TOR,Toronto Maple Leafs,Canada,False,STL,St. Louis Blues,USA,18,10,28,playerByGameStats sum
1995-1996,1995,1996-04-21,1995030183,OFF,1,8,3,STL,St. Louis Blues,USA,True,TOR,Toronto Maple Leafs,Canada,10,18,28,playerByGameStats sum
1995-1996,1995,1996-04-22,1995030164,OFF,1,6,4,COL,Colorado Avalanche,USA,False,VAN,Vancouver Canucks,Canada,12,12,24,playerByGameStats sum
1995-1996,1995,1996-04-22,1995030164,OFF,1,6,4,VAN,Vancouver Canucks,Canada,True,COL,Colorado Avalanche,USA,12,12,24,playerByGameStats sum
1995-1996,1995,1996-04-23,1995030134,OFF,1,3,4,NYR,New York Rangers,USA,False,MTL,Montréal Canadiens,Canada,14,8,22,playerByGameStats sum
1995-1996,1995,1996-04-23,1995030134,OFF,1,3,4,MTL,Montréal Canadiens,Canada,True,NYR,New York Rangers,USA,8,14,22,playerByGameStats sum
1995-1996,1995,1996-04-23,1995030154,OFF,1,5,4,DET,Detroit Red Wings,USA,False,WIN,Winnipeg Jets,Canada,18,20,38,playerByGameStats sum
1995-1996,1995,1996-04-23,1995030154,OFF,1,5,4,WIN,Winnipeg Jets,Canada,True,DET,Detroit Red Wings,USA,20,18,38,playerByGameStats sum
1995-1996,1995,1996-04-23,1995030174,OFF,1,7,4,CHI,Chicago Blackhawks,USA,False,CGY,Calgary Flames,Canada,12,6,18,playerByGameStats sum
1995-1996,1995,1996-04-23,1995030174,OFF,1,7,4,CGY,Calgary Flames,Canada,True,CHI,Chicago Blackhawks,USA,6,12,18,playerByGameStats sum
1995-1996,1995,1996-04-23,1995030184,OFF,1,8,4,TOR,Toronto Maple Leafs,Canada,False,STL,St. Louis Blues,USA,8,14,22,playerByGameStats sum
1995-1996,1995,1996-04-23,1995030184,OFF,1,8,4,STL,St. Louis Blues,USA,True,TOR,Toronto Maple Leafs,Canada,14,8,22,playerByGameStats sum
